"";"styrk98";"styrk08"
"2066";"2519101";"2413"
"2067";"2519102";"2413"
"2068";"2519103";"2511"
"2069";"2519105";"2413"
"2070";"2519106";"2413"
"2071";"2519107";"2413"
"2072";"2519108";"2413"
"2073";"2519109";"2412"
"2074";"2519110";"2413"
"2075";"2519111";"2413"
"2076";"2519112";"2413"
"2077";"2519113";"2413"
"2078";"2519114";"2413"
"2079";"2519115";"2413"
"2080";"2519116";"2413"
"2081";"2519117";"2413"
"2082";"2519118";"2413"
"2083";"2519119";"2413"
"2084";"2519120";"2413"
"2085";"2519121";"2413"
"2086";"2519122";"2413"
"2087";"2519123";"2413"
"2088";"2519124";"2413"
"2089";"2519125";"2413"
"2090";"2519126";"2413"
"2091";"2519127";"2413"
"2092";"2519128";"2424"
"2093";"2519129";"2413"
"2094";"2519130";"2413"
"2095";"2519131";"2431"
"2096";"2519132";"2432"
"2097";"2519133";"2432"
"2098";"2519134";"2432"
"2099";"2519135";"2422"
"2100";"2519136";"2422"
"2101";"2521101";"2611"
"2102";"2521102";"2619"
"2103";"2521103";"2619"
"2104";"2521104";"2611"
"2105";"2521105";"2611"
"2106";"2521106";"2611"
"2107";"2521107";"2611"
"2108";"2521109";"2611"
"2109";"2521110";"2611"
"2110";"2521111";"3342"
"2111";"2521112";"2611"
"2112";"2521113";"2619"
"2113";"2521114";"2611"
"2114";"2521115";"2611"
"2115";"2521116";"2611"
"2116";"2521117";"2611"
"2117";"2522101";"2612"
"2118";"2522102";"2612"
"2119";"2522103";"2612"
"2120";"2522104";"2612"
"2121";"2522105";"2612"
"2122";"2522106";"2612"
"2123";"2522107";"2612"
"2124";"2522108";"2612"
"2125";"2522109";"2612"
"2126";"2522110";"2612"
"2127";"2522111";"2612"
"2128";"2522112";"2612"
"2129";"2522113";"2612"
"2130";"2522114";"2612"
"2131";"2522115";"2612"
"2132";"2522116";"2612"
"2133";"2522117";"2612"
"2134";"2522118";"2612"
"2135";"2522119";"2612"
"2136";"2522120";"2612"
"2137";"2522121";"2612"
"2138";"2522122";"2612"
"2139";"2522123";"2612"
"2140";"2522124";"2612"
"2141";"2522125";"2619"
"2142";"2522126";"2619"
"2143";"2522127";"2612"
"2144";"2522128";"2612"
"2145";"2523101";"2611"
"2146";"2523102";"2611"
"2147";"2523103";"2611"
"2148";"2523104";"2611"
"2149";"2523105";"1349"
"2150";"2523106";"1349"
"2151";"2523107";"2611"
"2152";"2523108";"2611"
"2153";"2523109";"2611"
"2154";"2523110";"2619"
"2155";"2523111";"2611"
"2156";"2531101";"2621"
"2157";"2531102";"2621"
"2158";"2531103";"2621"
"2159";"2531104";"2621"
"2160";"2531105";"1349"
"2161";"2531106";"2621"
"2162";"2531107";"2621"
"2163";"2531108";"2621"
"2164";"2531109";"2621"
"2165";"2531110";"2621"
"2166";"2531112";"2621"
"2167";"2531113";"3433"
"2168";"2531114";"2621"
"2169";"2531115";"2621"
"2170";"2531116";"2621"
"2171";"2531117";"2621"
"2172";"2531118";"3433"
"2173";"2531119";"2621"
"2174";"2531120";"2621"
"2175";"2531121";"2621"
"2176";"2531122";"2621"
"2177";"2532101";"2622"
"2178";"2532102";"2622"
"2179";"2541101";"2631"
"2180";"2541102";"2631"
"2181";"2541103";"2412"
"2182";"2541104";"2412"
"2183";"2541105";"3313"
"2184";"2541106";"2411"
"2185";"2541107";"2411"
"2186";"2541108";"2413"
"2187";"2541110";"2412"
"2188";"2541111";"2412"
"2189";"2541112";"2412"
"2190";"2541113";"2412"
"2191";"2541114";"2412"
"2192";"2541115";"2631"
"2193";"2541116";"2411"
"2194";"2541117";"2412"
"2195";"2541118";"2631"
"2196";"2541119";"2411"
"2197";"2541121";"3313"
"2198";"2541122";"2411"
"2199";"2541123";"3313"
"2200";"2541124";"2412"
"2201";"2541125";"3313"
"2202";"2541126";"2412"
"2203";"2541127";"3313"
"2204";"2541128";"2413"
"2205";"2541129";"2413"
"2206";"2541130";"2412"
"2207";"2541131";"3313"
"2208";"2541132";"3313"
"2209";"2541133";"2412"
"2210";"2541134";"2631"
"2211";"2541135";"2411"
"2212";"2541136";"2412"
"2213";"2541137";"2413"
"2214";"2541138";"2413"
"2215";"2541139";"2631"
"2216";"2541140";"2631"
"2217";"2541141";"2412"
"2218";"2541142";"2411"
"2219";"2541143";"2631"
"2220";"2541144";"2411"
"2221";"2541145";"2422"
"2222";"2541146";"2422"
"2223";"2542101";"2632"
"2224";"2542102";"2632"
"2225";"2542103";"2632"
"2226";"2542104";"2632"
"2227";"2542105";"2632"
"2228";"2542106";"2632"
"2229";"2542107";"2632"
"2230";"2542108";"2632"
"2231";"2542109";"2632"
"2232";"2542110";"2632"
"2233";"2542111";"2632"
"2234";"2542112";"2632"
"2235";"2542113";"2632"
"2236";"2542114";"2631"
"2237";"2542115";"2422"
"2238";"2542116";"2422"
"2239";"2543101";"2633"
"2240";"2543102";"2633"
"2241";"2543103";"2633"
"2242";"2543104";"2633"
"2243";"2543105";"2633"
"2244";"2543106";"2633"
"2245";"2543107";"2633"
"2246";"2543108";"2633"
"2247";"2543109";"2633"
"2248";"2543110";"2633"
"2249";"2543111";"2633"
"2250";"2543112";"2633"
"2251";"2544101";"2643"
"2252";"2544102";"2643"
"2253";"2544103";"2643"
"2254";"2544104";"2643"
"2255";"2544105";"2643"
"2256";"2544106";"2643"
"2257";"2544107";"2643"
"2258";"2544108";"2643"
"2259";"2544109";"2643"
"2260";"2544110";"2643"
"2261";"2544111";"2643"
"2262";"2544112";"2643"
"2263";"2544113";"2643"
"2264";"2544114";"2643"
"2265";"2545101";"2634"
"2266";"2545102";"2634"
"2267";"2545103";"2634"
"2268";"2545104";"2634"
"2269";"2545105";"2634"
"2270";"2545106";"2634"
"2271";"2545107";"2634"
"2272";"2545108";"2634"
"2273";"2545109";"2634"
"2274";"2545110";"2634"
"2275";"2545111";"2634"
"2276";"2545112";"2634"
"2277";"2545113";"2634"
"2278";"2545114";"2634"
"2279";"2545115";"2634"
"2280";"2545116";"2634"
"2281";"2545117";"2634"
"2282";"2545118";"2634"
"2283";"2545119";"2634"
"2284";"2545120";"2634"
"2285";"2551101";"2641"
"2286";"2551102";"2641"
"2287";"2551103";"2641"
"2288";"2551104";"2641"
"2289";"2551105";"2641"
"2290";"2551106";"2641"
"2291";"2551107";"2641"
"2292";"2551108";"2641"
"2293";"2551109";"2641"
"2294";"2551110";"2641"
"2295";"2551114";"2641"
"2296";"2551115";"2641"
"2297";"2551116";"2641"
"2298";"2551117";"2641"
"2299";"2551118";"2641"
"2300";"2551119";"2641"
"2301";"2551120";"2641"
"2302";"2551121";"2641"
"2303";"2551122";"2641"
"2304";"2551123";"2641"
"2305";"2551124";"2641"
"2306";"2551125";"2641"
"2307";"2551126";"2641"
"2308";"2551127";"2641"
"2309";"2552101";"2651"
"2310";"2552102";"2651"
"2311";"2552103";"2651"
"2312";"2552104";"2651"
"2313";"2552105";"2651"
"2314";"2552106";"2651"
"2315";"2552107";"2651"
"2316";"2552109";"2163"
"2317";"2552110";"2651"
"2318";"2552111";"2651"
"2319";"2552112";"2651"
"2320";"2552113";"2651"
"2321";"2552114";"2651"
"2322";"2552115";"2651"
"2323";"2552116";"2651"
"2324";"2552117";"2651"
"2325";"2552118";"2651"
"2326";"2552119";"3433"
"2327";"2552120";"2621"
"2328";"2552121";"7319"
"2329";"2553101";"2652"
"2330";"2553102";"2652"
"2331";"2553103";"2652"
"2332";"2553104";"2652"
"2333";"2553105";"2652"
"2334";"2553106";"2652"
"2335";"2553107";"2652"
"2336";"2553108";"2652"
"2337";"2553109";"2652"
"2338";"2553110";"2652"
"2339";"2553111";"2652"
"2340";"2553112";"2652"
"2341";"2553113";"2652"
"2342";"2553114";"2652"
"2343";"2554101";"2653"
"2344";"2554102";"2653"
"2345";"2554104";"2653"
"2346";"2554105";"2355"
"2347";"2554106";"2653"
"2348";"2554107";"2653"
"2349";"2554108";"2653"
"2350";"2554109";"2653"
"2351";"2554110";"2653"
"2352";"2555101";"2654"
"2353";"2555102";"2655"
"2354";"2555103";"2654"
"2355";"2555104";"2654"
"2356";"2555105";"2654"
"2357";"2555106";"2654"
"2358";"2555107";"2655"
"2359";"2560101";"2636"
"2360";"2560102";"2636"
"2361";"2560103";"2636"
"2362";"2560104";"2636"
"2363";"2560105";"2636"
"2364";"2560106";"2636"
"2365";"2560107";"2636"
"2366";"2560108";"2636"
"2367";"2560109";"2636"
"2368";"2560110";"2636"
"2369";"2560111";"2636"
"2370";"2560112";"2636"
"2371";"2560113";"2636"
"2372";"2560114";"2636"
"2373";"2560115";"2636"
"2374";"2560116";"2636"
"2375";"2560117";"2636"
"2376";"2560118";"2636"
"2377";"2560119";"2636"
"2378";"2560121";"2636"
"2379";"2560122";"2636"
"2380";"2560123";"2636"
"2381";"2560124";"2636"
"2382";"2560125";"2636"
"2383";"2560126";"2636"
"2384";"3111102";"3112"
"2385";"3111104";"3112"
"2386";"3111105";"3112"
"2387";"3111106";"3112"
"2388";"3111107";"3112"
"2389";"3111108";"3112"
"2390";"3111109";"3112"
"2391";"3111110";"3112"
"2392";"3111111";"3112"
"2393";"3111112";"3112"
"2394";"3111113";"3112"
"2395";"3111114";"3112"
"2396";"3111115";"3112"
"2397";"3111116";"3112"
"2398";"3111117";"3112"
"2399";"3111118";"3112"
"2400";"3111119";"3112"
"2401";"3111120";"3112"
"2402";"3111121";"3112"
"2403";"3111122";"3112"
"2404";"3111123";"3112"
"2405";"3111124";"3112"
"2406";"3111125";"3112"
"2407";"3111126";"3112"
"2408";"3111127";"3112"
"2409";"3111128";"3112"
"2410";"3111129";"3112"
"2411";"3111130";"3112"
"2412";"3111131";"3112"
"2413";"3111132";"3112"
"2414";"3111133";"3112"
"2415";"3111134";"3112"
"2416";"3111135";"3112"
"2417";"3111136";"3112"
"2418";"3111137";"3112"
"2419";"3111138";"3112"
"2420";"3111139";"3112"
"2421";"3111140";"3112"
"2422";"3111141";"3112"
"2423";"3111142";"3112"
"2424";"3111143";"3112"
"2425";"3111144";"3112"
"2426";"3111145";"3112"
"2427";"3111146";"3112"
"2428";"3112101";"3113"
"2429";"3112102";"3113"
"2430";"3112103";"3113"
"2431";"3112104";"3113"
"2432";"3112105";"3113"
"2433";"3112106";"3113"
"2434";"3112107";"3113"
"2435";"3112108";"3113"
"2436";"3112109";"3113"
"2437";"3112110";"3113"
"2438";"3112111";"3113"
"2439";"3112112";"3113"
"2440";"3112113";"3113"
"2441";"3112114";"3113"
"2442";"3112115";"3113"
"2443";"3112116";"3113"
"2444";"3112117";"3113"
"2445";"3112118";"3113"
"2446";"3112119";"3113"
"2447";"3112120";"3113"
"2448";"3112121";"3113"
"2449";"3112122";"3113"
"2450";"3112123";"3113"
"2451";"3112124";"3113"
"2452";"3112125";"3113"
"2453";"3112126";"3113"
"2454";"3112127";"3113"
"2455";"3112128";"3113"
"2456";"3112129";"3113"
"2457";"3112130";"3113"
"2458";"3112131";"3113"
"2459";"3112132";"3113"
"2460";"3112133";"3113"
"2461";"3112134";"3113"
"2462";"3112135";"3113"
"2463";"3112136";"3113"
"2464";"3112137";"3113"
"2465";"3112138";"3114"
"2466";"3112139";"3113"
"2467";"3113101";"3114"
"2468";"3113102";"3114"
"2469";"3113103";"3114"
"2470";"3113104";"3114"
"2471";"3113105";"3114"
"2472";"3113106";"3114"
"2473";"3113107";"3114"
"2474";"3113108";"3114"
"2475";"3113109";"3114"
"2476";"3113110";"3114"
"2477";"3113111";"3114"
"2478";"3113112";"3114"
"2479";"3113113";"3114"
"2480";"3113114";"3114"
"2481";"3113115";"3114"
"2482";"3113116";"3114"
"2483";"3113117";"3114"
"2484";"3113118";"3114"
"2485";"3113119";"3114"
"2486";"3113120";"3114"
"2487";"3113121";"3114"
"2488";"3113122";"3114"
"2489";"3113123";"3114"
"2490";"3113124";"3114"
"2491";"3113125";"3114"
"2492";"3113126";"3114"
"2493";"3113127";"3522"
"2494";"3113128";"3114"
"2495";"3113129";"3114"
"2496";"3113130";"3114"
"2497";"3113131";"3114"
"2498";"3113132";"3114"
"2499";"3113133";"3114"
"2500";"3113134";"3114"
"2501";"3113135";"3114"
"2502";"3113136";"3114"
"2503";"3113137";"3114"
"2504";"3113138";"3114"
"2505";"3113139";"3114"
"2506";"3113140";"3114"
"2507";"3113141";"3114"
"2508";"3113142";"3114"
"2509";"3113143";"3114"
"2510";"3113144";"3114"
"2511";"3113145";"3114"
"2512";"3113146";"3522"
"2513";"3113147";"3139"
"2514";"3113148";"3522"
"2515";"3113149";"3114"
"2516";"3114101";"3115"
"2517";"3114102";"3115"
"2518";"3114103";"3115"
"2519";"3114104";"3115"
"2520";"3114105";"3115"
"2521";"3114106";"3115"
"2522";"3114107";"3115"
"2523";"3114108";"3115"
"2524";"3114109";"3115"
"2525";"3114110";"3115"
"2526";"3114111";"3115"
"2527";"3114112";"3115"
"2528";"3114113";"3115"
"2529";"3114114";"3115"
"2530";"3114115";"3115"
"2531";"3114116";"3115"
"2532";"3114117";"3115"
"2533";"3114118";"3115"
"2534";"3114119";"3115"
"2535";"3114120";"3115"
"2536";"3114121";"3115"
"2537";"3114122";"3115"
"2538";"3114123";"3115"
"2539";"3114124";"3115"
"2540";"3114125";"3115"
"2541";"3114126";"3115"
"2542";"3114127";"3115"
"2543";"3114128";"3115"
"2544";"3114129";"3115"
"2545";"3114130";"3118"
"2546";"3114131";"3115"
"2547";"3114132";"3115"
"2548";"3114133";"3115"
"2549";"3114134";"3115"
"2550";"3114135";"3115"
"2551";"3114136";"3115"
"2552";"3114137";"3115"
"2553";"3114138";"3115"
"2554";"3115101";"3116"
"2555";"3115102";"3116"
"2556";"3115103";"3116"
"2557";"3115104";"3116"
"2558";"3115105";"3116"
"2559";"3115106";"3116"
"2560";"3115107";"3116"
"2561";"3115108";"3116"
"2562";"3115109";"3116"
"2563";"3115110";"3116"
"2564";"3115111";"3116"
"2565";"3115112";"3116"
"2566";"3115113";"3116"
"2567";"3115114";"3116"
"2568";"3115115";"3116"
"2569";"3115116";"3116"
"2570";"3115117";"3116"
"2571";"3115118";"3116"
"2572";"3115119";"3116"
"2573";"3115120";"3116"
"2574";"3115121";"3116"
"2575";"3115122";"3116"
"2576";"3115123";"3116"
"2577";"3115124";"3116"
"2578";"3116101";"3117"
"2579";"3116102";"3117"
"2580";"3116103";"3117"
"2581";"3116104";"3117"
"2582";"3116105";"3117"
"2583";"3116106";"3117"
"2584";"3116107";"3117"
"2585";"3116108";"3117"
"2586";"3116109";"3117"
"2587";"3116110";"3117"
"2588";"3116111";"3117"
"2589";"3116112";"3117"
"2590";"3116113";"3117"
"2591";"3116114";"3117"
"2592";"3116115";"3117"
"2593";"3116116";"3117"
"2594";"3116117";"3117"
"2595";"3116118";"3117"
"2596";"3116119";"3117"
"2597";"3116120";"3117"
"2598";"3116121";"3117"
"2599";"3116122";"3117"
"2600";"3116123";"3117"
"2601";"3116124";"3117"
"2602";"3116125";"3117"
"2603";"3116126";"3117"
"2604";"3116127";"3117"
"2605";"3116128";"3117"
"2606";"3116129";"3117"
"2607";"3116130";"3117"
"2608";"3116131";"3117"
"2609";"3116132";"3117"
"2610";"3116133";"3117"
"2611";"3116134";"3117"
"2612";"3116135";"3117"
"2613";"3116136";"3117"
"2614";"3116137";"3117"
"2615";"3116138";"3117"
"2616";"3116139";"3117"
"2617";"3116140";"3117"
"2618";"3116141";"3117"
"2619";"3116142";"3117"
"2620";"3116143";"3117"
"2621";"3116144";"3117"
"2622";"3116145";"3117"
"2623";"3116146";"3117"
"2624";"3116147";"3117"
"2625";"3116148";"3117"
"2626";"3116149";"3117"
"2627";"3116150";"3117"
"2628";"3116151";"3117"
"2629";"3116152";"3117"
"2630";"3116153";"3117"
"2631";"3116154";"3117"
"2632";"3116155";"3117"
"2633";"3116156";"3117"
"2634";"3116157";"3117"
"2635";"3116158";"3117"
"2636";"3116159";"3117"
"2637";"3116160";"3117"
"2638";"3116161";"3117"
"2639";"3116162";"3117"
"2640";"3116163";"3117"
"2641";"3116164";"3117"
"2642";"3116165";"3117"
"2643";"3116166";"3117"
"2644";"3116167";"3117"
"2645";"3116168";"3117"
"2646";"3116169";"3117"
"2647";"3116170";"3117"
"2648";"3119101";"3119"
"2649";"3119102";"3119"
"2650";"3119103";"3119"
"2651";"3119104";"3119"
"2652";"3119105";"3119"
"2653";"3119106";"3119"
"2654";"3119107";"4110"
"2655";"3119108";"2359"
"2656";"3119109";"2359"
"2657";"3119110";"3118"
"2658";"3119111";"3119"
"2659";"3119112";"3119"
"2660";"3119113";"3119"
"2661";"3119114";"3119"
"2662";"3119115";"3119"
"2663";"3119116";"3119"
"2664";"3119117";"3119"
"2665";"3119118";"3118"
"2666";"3119119";"3257"
"2667";"3119120";"3119"
"2668";"3119121";"3119"
"2669";"3119122";"3119"
"2670";"3119123";"3119"
"2671";"3119124";"3119"
"2672";"3119125";"3118"
"2673";"3119126";"3119"
"2674";"3119127";"3119"
"2675";"3119128";"3119"
"2676";"3119129";"3119"
"2677";"3119130";"3119"
"2678";"3119131";"3119"
"2679";"3119132";"3214"
"2680";"3119133";"3214"
"2681";"3119134";"3123"
"2682";"3119135";"3119"
"2683";"3119136";"3119"
"2684";"3119137";"3119"
"2685";"3119138";"3119"
"2686";"3119139";"3119"
"2687";"3119140";"3119"
"2688";"3119141";"3119"
"2689";"3119142";"3119"
"2690";"3119143";"3119"
"2691";"3119144";"3122"
"2692";"3119145";"3122"
"2693";"3119146";"3122"
"2694";"3119147";"3118"
"2695";"3119148";"3119"
"2696";"3119149";"3132"
"2697";"3119150";"3122"
"2698";"3119151";"3122"
"2699";"3119152";"3122"
"2700";"3119153";"3122"
"2701";"3119154";"3119"
"2702";"3119155";"3119"
"2703";"3119156";"3119"
"2704";"3119157";"3119"
"2705";"3120101";"3511"
"2706";"3120102";"3511"
"2707";"3120103";"3511"
"2708";"3120104";"3511"
"2709";"3120105";"3511"
"2710";"3120106";"3511"
"2711";"3120107";"3511"
"2712";"3120108";"3511"
"2713";"3120109";"3511"
"2714";"3120110";"3511"
"2715";"3120111";"3511"
"2716";"3120112";"3511"
"2717";"3120113";"3511"
"2718";"3120114";"3511"
"2719";"3120115";"3511"
"2720";"3120116";"3511"
"2721";"3120117";"3513"
"2722";"3120118";"3513"
"2723";"3120119";"3511"
"2724";"3120120";"3511"
"2725";"3120121";"3512"
"2726";"3120122";"3511"
"2727";"3120123";"3512"
"2728";"3120124";"3511"
"2729";"3120125";"3513"
"2730";"3120126";"3511"
"2731";"3120127";"3511"
"2732";"3120128";"3511"
"2733";"3120129";"3511"
"2734";"3120130";"3512"
"2735";"3120131";"3522"
"2736";"3120132";"3512"
"2737";"3120133";"3511"
"2738";"3120134";"3511"
"2739";"3120135";"3512"
"2740";"3120136";"3513"
"2741";"3120137";"3513"
"2742";"3120138";"3511"
"2743";"3120139";"3511"
"2744";"3120140";"3511"
"2745";"3120141";"3511"
"2746";"3131101";"3439"
"2747";"3131102";"3521"
"2748";"3131103";"3431"
"2749";"3131104";"3431"
"2750";"3131105";"3431"
"2751";"3131106";"3431"
"2752";"3131107";"3521"
"2753";"3131108";"3521"
"2754";"3131109";"3521"
"2755";"3131110";"3521"
"2756";"3131111";"3431"
"2757";"3131112";"3431"
"2758";"3131113";"3521"
"2759";"3131114";"3521"
"2760";"3131115";"3521"
"2761";"3131116";"3431"
"2762";"3131117";"3521"
"2763";"3131118";"3521"
"2764";"3131119";"3521"
"2765";"3131120";"3521"
"2766";"3131121";"3439"
"2767";"3131122";"3439"
"2768";"3131123";"3439"
"2769";"3131124";"3439"
"2770";"3131125";"3439"
"2771";"3131126";"3439"
"2772";"3131127";"3439"
"2773";"3131128";"3439"
"2774";"3131129";"3439"
"2775";"3131130";"3439"
"2776";"3131131";"3439"
"2777";"3131132";"3431"
"2778";"3131133";"3439"
"2779";"3131134";"3431"
"2780";"3131135";"3439"
"2781";"3131136";"3431"
"2782";"3131137";"3439"
"2783";"3131138";"3521"
"2784";"3132101";"3522"
"2785";"3132102";"3522"
"2786";"3132103";"3522"
"2787";"3132104";"3522"
"2788";"3132105";"3522"
"2789";"3132106";"3522"
"2790";"3132107";"3522"
"2791";"3132108";"3522"
"2792";"3132109";"3522"
"2793";"3132110";"3522"
"2794";"3132111";"3522"
"2795";"3132112";"3522"
"2796";"3132113";"3522"
"2797";"3132114";"3522"
"2798";"3132115";"3522"
"2799";"3139101";"3439"
"2800";"3139102";"3431"
"2801";"3141101";"3151"
"2802";"3141102";"3151"
"2803";"3141103";"3151"
"2804";"3141104";"3151"
"2805";"3141105";"3151"
"2806";"3141106";"3151"
"2807";"3141107";"3151"
"2808";"3141109";"3151"
"2809";"3141110";"3151"
"2810";"3141112";"3151"
"2811";"3141113";"3151"
"2812";"3141114";"3151"
"2813";"3141115";"3151"
"2814";"3141116";"3151"
"2815";"3142101";"3152"
"2816";"3142102";"3152"
"2817";"3142103";"3152"
"2818";"3142104";"3152"
"2819";"3142105";"3152"
"2820";"3142106";"3152"
"2821";"3142107";"3152"
"2822";"3142108";"3152"
"2823";"3142109";"3152"
"2824";"3142110";"3152"
"2825";"3142111";"3152"
"2826";"3142112";"3152"
"2827";"3142113";"3152"
"2828";"3142114";"3152"
"2829";"3142115";"3152"
"2830";"3142116";"3152"
"2831";"3142117";"3152"
"2832";"3142118";"3152"
"2833";"3142119";"3152"
"2834";"3142121";"3152"
"2835";"3142122";"3152"
"2836";"3142123";"3152"
"2837";"3142124";"3152"
"2838";"3142125";"3152"
"2839";"3142126";"3152"
"2840";"3142127";"3152"
"2841";"3142128";"3152"
"2842";"3142129";"3152"
"2843";"3143101";"3153"
"2844";"3143102";"3153"
"2845";"3143103";"3153"
"2846";"3143104";"3153"
"2847";"3143105";"3153"
"2848";"3143106";"3153"
"2849";"3143107";"3153"
"2850";"3143108";"3153"
"2851";"3143109";"3153"
"2852";"3143110";"3153"
"2853";"3144101";"3154"
"2854";"3144102";"3154"
"2855";"3144103";"3154"
"2856";"3144104";"3154"
"2857";"3144105";"3154"
"2858";"3151101";"3112"
"2859";"3151102";"3112"
"2860";"3151103";"3112"
"2861";"3151104";"3112"
"2862";"3151105";"3112"
"2863";"3151106";"3112"
"2864";"3151107";"3112"
"2865";"3151108";"3123"
"2866";"3151109";"3112"
"2867";"3152101";"3119"
"2868";"3152102";"3119"
"2869";"3152103";"3119"
"2870";"3152104";"3119"
"2871";"3152105";"3119"
"2872";"3152106";"3119"
"2873";"3152107";"3119"
"2874";"3152108";"3119"
"2875";"3152109";"3119"
"2876";"3152110";"3257"
"2877";"3152111";"3119"
"2878";"3152112";"3131"
"2879";"3152113";"3131"
"2880";"3152114";"3119"
"2881";"3152115";"3119"
"2882";"3152116";"3257"
"2883";"3152117";"3119"
"2884";"3152118";"3119"
"2885";"3152119";"3257"
"2886";"3152120";"3119"
"2887";"3152121";"3257"
"2888";"3152122";"3119"
"2889";"3152123";"3119"
"2890";"3152124";"3119"
"2891";"3152125";"3257"
"2892";"3152126";"3257"
"2893";"3152127";"3257"
"2894";"3152128";"3257"
"2895";"3152129";"3257"
"2896";"3152130";"3119"
"2897";"3152131";"3119"
"2898";"3152132";"3132"
"2899";"3152133";"3257"
"2900";"3152134";"3119"
"2901";"3152135";"3119"
"2902";"3152136";"2263"
"2903";"3152137";"2263"
"2904";"3152138";"3257"
"2905";"3152139";"3257"
"2906";"3152140";"3155"
"2907";"3152141";"3155"
"2908";"3152142";"3119"
"2909";"3152143";"3119"
"2910";"3211101";"3212"
"2911";"3211102";"3212"
"2912";"3211103";"3212"
"2913";"3211104";"3212"
"2914";"3211105";"3212"
"2915";"3211106";"3212"
"2916";"3211107";"3212"
"2917";"3211108";"3212"
"2918";"3211109";"3212"
"2919";"3211110";"3212"
"2920";"3211111";"3212"
"2921";"3211112";"3212"
"2922";"3211113";"3212"
"2923";"3211114";"3141"
"2924";"3211115";"3141"
"2925";"3211116";"3141"
"2926";"3211117";"3212"
"2927";"3211118";"3212"
"2928";"3211119";"3141"
"2929";"3211120";"3212"
"2930";"3211121";"3141"
"2931";"3211122";"3141"
"2932";"3211123";"3141"
"2933";"3211124";"3141"
"2934";"3211125";"2221"
"2935";"3211126";"3141"
"2936";"3211127";"3141"
"2937";"3211128";"3141"
"2938";"3212101";"3142"
"2939";"3212102";"3142"
"2940";"3212103";"3142"
"2941";"3212104";"3142"
"2942";"3212105";"3142"
"2943";"3212106";"3142"
"2944";"3212107";"3142"
"2945";"3212108";"3142"
"2946";"3212109";"3142"
"2947";"3212110";"3142"
"2948";"3212111";"3142"
"2949";"3212112";"3142"
"2950";"3212113";"3142"
"2951";"3212114";"3142"
"2952";"3212115";"3142"
"2953";"3212116";"3142"
"2954";"3212117";"3142"
"2955";"3212118";"3142"
"2956";"3212119";"3142"
"2957";"3212120";"3142"
"2958";"3213101";"3143"
"2959";"3213102";"3143"
"2960";"3213103";"3143"
"2961";"3213104";"3143"
"2962";"3213105";"3143"
"2963";"3213106";"3143"
"2964";"3213107";"3143"
"2965";"3213108";"3143"
"2966";"3213109";"3143"
"2967";"3213110";"3143"
"2968";"3213111";"3143"
"2969";"3213112";"3143"
"2970";"3213113";"3143"
"2971";"3213114";"3143"
"2972";"3213115";"3143"
"2973";"3213116";"3143"
"2974";"3213117";"3143"
"2975";"3213118";"3143"
"2976";"3213119";"3143"
"2977";"3213120";"3143"
"2978";"3213122";"3143"
"2979";"3213123";"3143"
"2980";"3213124";"3143"
"2981";"3213125";"3143"
"2982";"3213126";"3143"
"2983";"3213127";"3143"
"2984";"3213128";"3143"
"2985";"3213129";"3143"
"2986";"3221101";"3211"
"2987";"3221102";"2266"
"2988";"3221103";"3211"
"2989";"3221105";"3211"
"2990";"3221106";"3211"
"2991";"3221107";"2266"
"2992";"3221108";"3211"
"2993";"3221109";"3211"
"2994";"3221110";"3211"
"2995";"3221111";"3211"
"2996";"3221112";"3211"
"2997";"3221113";"3211"
"2998";"3221114";"3211"
"2999";"3221115";"3211"
"3000";"3221116";"3211"
"3001";"3222101";"3257"
"3002";"3222102";"2263"
"3003";"3222103";"3257"
"3004";"3222105";"3257"
"3005";"3222106";"7544"
"3006";"3222107";"7544"
"3007";"3222108";"7544"
"3008";"3222109";"3257"
"3009";"3222110";"3257"
"3010";"3222111";"3257"
"3011";"3222112";"3257"
"3012";"3222113";"3257"
"3013";"3222114";"3257"
"3014";"3222115";"7544"
"3015";"3222116";"3257"
"3016";"3222117";"3257"
"3017";"3222118";"3257"
"3018";"3222119";"3257"
"3019";"3222120";"3257"
"3020";"3222121";"2263"
"3021";"3222122";"2263"
"3022";"3222123";"3257"
"3023";"3222124";"2263"
"3024";"3222125";"3257"
"3025";"3222126";"3257"
"3026";"3222127";"3257"
"3027";"3223101";"2265"
"3028";"3223102";"3434"
"3029";"3223103";"2265"
"3030";"3223104";"2265"
"3031";"3223105";"2265"
"3032";"3224119";"3254"
"3033";"3224120";"3254"
"3034";"3224121";"3254"
"3035";"3225101";"3251"
"3036";"3225102";"3251"
"3037";"3225103";"3251"
"3038";"3225104";"3251"
"3039";"3226101";"2267"
"3040";"3226102";"2264"
"3041";"3226103";"2264"
"3042";"3226104";"2267"
"3043";"3226105";"2264"
"3044";"3226106";"2267"
"3045";"3226107";"2264"
"3046";"3226108";"2264"
"3047";"3226109";"2264"
"3048";"3226112";"2264"
"3049";"3226113";"2269"
"3050";"3226114";"2267"
"3051";"3226115";"2264"
"3052";"3226116";"2267"
"3053";"3226117";"2267"
"3054";"3226118";"2264"
"3055";"3226119";"2267"
"3056";"3226120";"2264"
"3057";"3226121";"2264"
"3058";"3226122";"2264"
"3059";"3226123";"2264"
"3060";"3227101";"3240"
"3061";"3227102";"3240"
"3062";"3227103";"3240"
"3063";"3227104";"5164"
