"";"styrk98";"styrk08"
"1068";"1315106";"1411"
"1069";"1315107";"1412"
"1070";"1315108";"5151"
"1071";"1315109";"1439"
"1072";"1315110";"1219"
"1073";"1315111";"1219"
"1074";"1315112";"1412"
"1075";"1315113";"1411"
"1076";"1316101";"1324"
"1077";"1316102";"1324"
"1078";"1316103";"1324"
"1079";"1316104";"1324"
"1080";"1316105";"1219"
"1081";"1317101";"1346"
"1082";"1317103";"1211"
"1083";"1317104";"1346"
"1084";"1317105";"1219"
"1085";"1317106";"1349"
"1086";"1317107";"1346"
"1087";"1317108";"1346"
"1088";"1317109";"1219"
"1089";"1317110";"1439"
"1090";"1317111";"1330"
"1091";"1317112";"1223"
"1092";"1317113";"1346"
"1093";"1317114";"1219"
"1094";"1317115";"1346"
"1095";"1317116";"1222"
"1096";"1317117";"1219"
"1097";"1317118";"1346"
"1098";"1317119";"1219"
"1099";"1317120";"1219"
"1100";"1317121";"1219"
"1101";"1317122";"1219"
"1102";"1317123";"1219"
"1103";"1318101";"1439"
"1104";"1318103";"1219"
"1105";"1318104";"1439"
"1106";"1318105";"1439"
"1107";"1318106";"1439"
"1108";"1318107";"1439"
"1109";"1318108";"1439"
"1110";"1318109";"1219"
"1111";"1318110";"1439"
"1112";"1318111";"1120"
"1113";"1318112";"1219"
"1114";"1318113";"1431"
"1115";"1319101";"1342"
"1116";"1319102";"1342"
"1117";"1319103";"1431"
"1118";"1319104";"1431"
"1119";"1319105";"1343"
"1120";"1319106";"1341"
"1121";"1319107";"1341"
"1122";"1319108";"1341"
"1123";"1319109";"1344"
"1124";"1319111";"1345"
"1125";"1319112";"1431"
"1126";"1319113";"1345"
"1127";"1319114";"1345"
"1128";"1319115";"1343"
"1129";"1319116";"1342"
"1130";"1319117";"1341"
"1131";"1319118";"1349"
"1132";"1319119";"1431"
"1133";"1319120";"1120"
"1134";"1319121";"1219"
"1135";"1319122";"1345"
"1136";"1319123";"1344"
"1137";"1319124";"1349"
"1138";"1319125";"1345"
"1139";"1319126";"1342"
"1140";"1319127";"1431"
"1141";"1319128";"1439"
"1142";"1319129";"1344"
"1143";"1319130";"1431"
"1144";"2111101";"2111"
"1145";"2111102";"2111"
"1146";"2111103";"2111"
"1147";"2111104";"2111"
"1148";"2111105";"2111"
"1149";"2111106";"2111"
"1150";"2111107";"2111"
"1151";"2111108";"2111"
"1152";"2111109";"2111"
"1153";"2112101";"2112"
"1154";"2112102";"2112"
"1155";"2112103";"2114"
"1156";"2112104";"2112"
"1157";"2112105";"2112"
"1158";"2112106";"2112"
"1159";"2112107";"2112"
"1160";"2112108";"2112"
"1161";"2112109";"2112"
"1162";"2113101";"2113"
"1163";"2113102";"2113"
"1164";"2113103";"2113"
"1165";"2113104";"2113"
"1166";"2113105";"2113"
"1167";"2113107";"2113"
"1168";"2113108";"2114"
"1169";"2113109";"2113"
"1170";"2113110";"2113"
"1171";"2113111";"2113"
"1172";"2114101";"2114"
"1173";"2114102";"2114"
"1174";"2114103";"2114"
"1175";"2114104";"2114"
"1176";"2114105";"2114"
"1177";"2114106";"2114"
"1178";"2114107";"2114"
"1179";"2114108";"2114"
"1180";"2114109";"2114"
"1181";"2114110";"2114"
"1182";"2114111";"2114"
"1183";"2114112";"2114"
"1184";"2114113";"2114"
"1185";"2114114";"2114"
"1186";"2114115";"2114"
"1187";"2114116";"2114"
"1188";"2114117";"2114"
"1189";"2114118";"2114"
"1190";"2121101";"2120"
"1191";"2121102";"2120"
"1192";"2121103";"2120"
"1193";"2121104";"2120"
"1194";"2121105";"2120"
"1195";"2121106";"2120"
"1196";"2122101";"2120"
"1197";"2122102";"2120"
"1198";"2122103";"2120"
"1199";"2122104";"2120"
"1200";"2122105";"2120"
"1201";"2122106";"2120"
"1202";"2122107";"2120"
"1203";"2122108";"2120"
"1204";"2122109";"2120"
"1205";"2130101";"2521"
"1206";"2130102";"2512"
"1207";"2130103";"2521"
"1208";"2130104";"2512"
"1209";"2130105";"2522"
"1210";"2130106";"2511"
"1211";"2130107";"2511"
"1212";"2130108";"2511"
"1213";"2130109";"2511"
"1214";"2130110";"3514"
"1215";"2130111";"2511"
"1216";"2130112";"3512"
"1217";"2130113";"2511"
"1218";"2130114";"2522"
"1219";"2130115";"2522"
"1220";"2130117";"2519"
"1221";"2130119";"2529"
"1222";"2130120";"2519"
"1223";"2130121";"2529"
"1224";"2130122";"2511"
"1225";"2130123";"2519"
"1226";"2130124";"2511"
"1227";"2130125";"2519"
"1228";"2130126";"2519"
"1229";"2130128";"2511"
"1230";"2130129";"2511"
"1231";"2130130";"2519"
"1232";"2130131";"2511"
"1233";"2130132";"2511"
"1234";"2130133";"2511"
"1235";"2130134";"3512"
"1236";"2130135";"2512"
"1237";"2130136";"3512"
"1238";"2130137";"2519"
"1239";"2130138";"3514"
"1240";"2130139";"3514"
"1241";"2130140";"3514"
"1242";"2130141";"2513"
"1243";"2130142";"2511"
"1244";"2130143";"2511"
"1245";"2130144";"2511"
"1246";"2130145";"2511"
"1247";"2130146";"2511"
"1248";"2130147";"2511"
"1249";"2130148";"2513"
"1250";"2130149";"2513"
"1251";"2130150";"2513"
"1252";"2130151";"2512"
"1253";"2130152";"2512"
"1254";"2130153";"2511"
"1255";"2130154";"2434"
"1256";"2130155";"2511"
"1257";"2130156";"2511"
"1258";"2130157";"2513"
"1259";"2130158";"2513"
"1260";"2130159";"2513"
"1261";"2130160";"2514"
"1262";"2130161";"2519"
"1263";"2130162";"2519"
"1264";"2130163";"2519"
"1265";"2130164";"2521"
"1266";"2130165";"2522"
"1267";"2130166";"2522"
"1268";"2130167";"2523"
"1269";"2130168";"2529"
"1270";"2130169";"2511"
"1271";"2130170";"2511"
"1272";"2130171";"2513"
"1273";"2130172";"2513"
"1274";"2130173";"2512"
"1275";"2130174";"2511"
"1276";"2130175";"2511"
"1277";"2130176";"2511"
"1278";"2130177";"2519"
"1279";"2130178";"2511"
"1280";"2130179";"2512"
"1281";"2130180";"2512"
"1282";"2130181";"2511"
"1283";"2130182";"2511"
"1284";"2130183";"2511"
"1285";"2130184";"2511"
"1286";"2130185";"2511"
"1287";"2130186";"2519"
"1288";"2141102";"2161"
"1289";"2141103";"2161"
"1290";"2141104";"2161"
"1291";"2141105";"2164"
"1292";"2141106";"2161"
"1293";"2141107";"2164"
"1294";"2141108";"2133"
"1295";"2141109";"2164"
"1296";"2141110";"2162"
"1297";"2141111";"2162"
"1298";"2141112";"2162"
"1299";"2141113";"2164"
"1300";"2141114";"2164"
"1301";"2141115";"2161"
"1302";"2141116";"2163"
"1303";"2141117";"2162"
"1304";"2141118";"2161"
"1305";"2141119";"2161"
"1306";"2141120";"2161"
"1307";"2141121";"2161"
"1308";"2141122";"2161"
"1309";"2141123";"2142"
"1310";"2141124";"2142"
"1311";"2141125";"2164"
"1312";"2141126";"2164"
"1313";"2141127";"2164"
"1314";"2141128";"2161"
"1315";"2141129";"2161"
"1316";"2141130";"2162"
"1317";"2142101";"2142"
"1318";"2142102";"2142"
"1319";"2142103";"2142"
"1320";"2142104";"2142"
"1321";"2142105";"2142"
"1322";"2142106";"2142"
"1323";"2142107";"2142"
"1324";"2142108";"2142"
"1325";"2142109";"2142"
"1326";"2142110";"2142"
"1327";"2142111";"2142"
"1328";"2142112";"2142"
"1329";"2142113";"2142"
"1330";"2142114";"2142"
"1331";"2142115";"2142"
"1332";"2142116";"2142"
"1333";"2142117";"2142"
"1334";"2142118";"2142"
"1335";"2142119";"2142"
"1336";"2142120";"2142"
"1337";"2142121";"2142"
"1338";"2142122";"2142"
"1339";"2142123";"2142"
"1340";"2142124";"2142"
"1341";"2142125";"2142"
"1342";"2142126";"2142"
"1343";"2142127";"2142"
"1344";"2142128";"2142"
"1345";"2142129";"2142"
"1346";"2142130";"2142"
"1347";"2142131";"2142"
"1348";"2142132";"2142"
"1349";"2143101";"2151"
"1350";"2143102";"2151"
"1351";"2143103";"2151"
"1352";"2143104";"2151"
"1353";"2143106";"2151"
"1354";"2143107";"2151"
"1355";"2143108";"2151"
"1356";"2143109";"2151"
"1357";"2143110";"2151"
"1358";"2143111";"2151"
"1359";"2143112";"2151"
"1360";"2143113";"2151"
"1361";"2143114";"2151"
"1362";"2143115";"2151"
"1363";"2143116";"2151"
"1364";"2143117";"2151"
"1365";"2143118";"2151"
"1366";"2143119";"2151"
"1367";"2143120";"2151"
"1368";"2143121";"2151"
"1369";"2143122";"2151"
"1370";"2143123";"2151"
"1371";"2143124";"2151"
"1372";"2143125";"2151"
"1373";"2143126";"2151"
"1374";"2143127";"2151"
"1375";"2144101";"2152"
"1376";"2144102";"2152"
"1377";"2144103";"2152"
"1378";"2144104";"2152"
"1379";"2144105";"2152"
"1380";"2144106";"2152"
"1381";"2144107";"2152"
"1382";"2144108";"2152"
"1383";"2144109";"2152"
"1384";"2144110";"2152"
"1385";"2144111";"2152"
"1386";"2144112";"2152"
"1387";"2144113";"2152"
"1388";"2144114";"2152"
"1389";"2144115";"2152"
"1390";"2144116";"2152"
"1391";"2144117";"2152"
"1392";"2144118";"2152"
"1393";"2144119";"2152"
"1394";"2144120";"2152"
"1395";"2144121";"2152"
"1396";"2144122";"2152"
"1397";"2144123";"2152"
"1398";"2144124";"2152"
"1399";"2144125";"2152"
"1400";"2144126";"2152"
"1401";"2144127";"2152"
"1402";"2144128";"2152"
"1403";"2144129";"2152"
"1404";"2144130";"2152"
"1405";"2144131";"2152"
"1406";"2144132";"2152"
"1407";"2144133";"2153"
"1408";"2144134";"2153"
"1409";"2144135";"2153"
"1410";"2144136";"2153"
"1411";"2144137";"2153"
"1412";"2144138";"2153"
"1413";"2144139";"2153"
"1414";"2144140";"2153"
"1415";"2144141";"2153"
"1416";"2144142";"2153"
"1417";"2144143";"2153"
"1418";"2144144";"2153"
"1419";"2144145";"2153"
"1420";"2144146";"2153"
"1421";"2144147";"2153"
"1422";"2144148";"2153"
"1423";"2144149";"2153"
"1424";"2144150";"2153"
"1425";"2144151";"2153"
"1426";"2144152";"2153"
"1427";"2144153";"2153"
"1428";"2144154";"2153"
"1429";"2144155";"2153"
"1430";"2144156";"2153"
"1431";"2144157";"2153"
"1432";"2144158";"2153"
"1433";"2144159";"2153"
"1434";"2144160";"2153"
"1435";"2145101";"2144"
"1436";"2145102";"2144"
"1437";"2145103";"2144"
"1438";"2145104";"2144"
"1439";"2145105";"2144"
"1440";"2145106";"2144"
"1441";"2145107";"2144"
"1442";"2145108";"2149"
"1443";"2145109";"2146"
"1444";"2145110";"2144"
"1445";"2145111";"2144"
"1446";"2145112";"2144"
"1447";"2145113";"2144"
"1448";"2145114";"2144"
"1449";"2145115";"2144"
"1450";"2145116";"2144"
"1451";"2145117";"2144"
"1452";"2145118";"2144"
"1453";"2145119";"2144"
"1454";"2145120";"2144"
"1455";"2145121";"2144"
"1456";"2145122";"2144"
"1457";"2145123";"2144"
"1458";"2145124";"2144"
"1459";"2145125";"2144"
"1460";"2145126";"2144"
"1461";"2145127";"2144"
"1462";"2145128";"2144"
"1463";"2145129";"2144"
"1464";"2145130";"2144"
"1465";"2146101";"2145"
"1466";"2146102";"2145"
"1467";"2146103";"2145"
"1468";"2146104";"2145"
"1469";"2146105";"2145"
"1470";"2146106";"2145"
"1471";"2146107";"2145"
"1472";"2146108";"2145"
"1473";"2146109";"2145"
"1474";"2146110";"2145"
"1475";"2146111";"2145"
"1476";"2146112";"2145"
"1477";"2146113";"2145"
"1478";"2146114";"2145"
"1479";"2146115";"2145"
"1480";"2146116";"2145"
"1481";"2146117";"2145"
"1482";"2146118";"2145"
"1483";"2146119";"2145"
"1484";"2146120";"2145"
"1485";"2146122";"2145"
"1486";"2146123";"2145"
"1487";"2146124";"2145"
"1488";"2147101";"2146"
"1489";"2147102";"2146"
"1490";"2147103";"2146"
"1491";"2147104";"2146"
"1492";"2147105";"2146"
"1493";"2147106";"2146"
"1494";"2147107";"2146"
"1495";"2147108";"2146"
"1496";"2147109";"2146"
"1497";"2147110";"2146"
"1498";"2147111";"2146"
"1499";"2147112";"2146"
"1500";"2147113";"2146"
"1501";"2147114";"2146"
"1502";"2147115";"2146"
"1503";"2147116";"2146"
"1504";"2147117";"2146"
"1505";"2147118";"2146"
"1506";"2147119";"2146"
"1507";"2147120";"2146"
"1508";"2147121";"2146"
"1509";"2147122";"2146"
"1510";"2147123";"2146"
"1511";"2147124";"2146"
"1512";"2147125";"2146"
"1513";"2147126";"2146"
"1514";"2147127";"2146"
"1515";"2147128";"2146"
"1516";"2147129";"2146"
"1517";"2147130";"2146"
"1518";"2147131";"2146"
"1519";"2147132";"2146"
"1520";"2147133";"2146"
"1521";"2147134";"2146"
"1522";"2147135";"2146"
"1523";"2147136";"2146"
"1524";"2147137";"2146"
"1525";"2147138";"2146"
"1526";"2147139";"2146"
"1527";"2147140";"2146"
"1528";"2147142";"2146"
"1529";"2147143";"2146"
"1530";"2147144";"2146"
"1531";"2147145";"2146"
"1532";"2147146";"2146"
"1533";"2147147";"2146"
"1534";"2147148";"2146"
"1535";"2147149";"2146"
"1536";"2147150";"2146"
"1537";"2147151";"2146"
"1538";"2147152";"2146"
"1539";"2147153";"2146"
"1540";"2147154";"2146"
"1541";"2147155";"2146"
"1542";"2147156";"2146"
"1543";"2147157";"2146"
"1544";"2147158";"2146"
"1545";"2147159";"2146"
"1546";"2147160";"2146"
"1547";"2147161";"2146"
"1548";"2147162";"2146"
"1549";"2147163";"2146"
"1550";"2147164";"2146"
"1551";"2147165";"2146"
"1552";"2147166";"2146"
"1553";"2147167";"2146"
"1554";"2148102";"2165"
"1555";"2148103";"2165"
"1556";"2148104";"2165"
"1557";"2148105";"2165"
"1558";"2148106";"2165"
"1559";"2148107";"2165"
"1560";"2148108";"2165"
"1561";"2148109";"2165"
"1562";"2148110";"2165"
"1563";"2148111";"2165"
"1564";"2148112";"2164"
"1565";"2148113";"2165"
"1566";"2148114";"2165"
"1567";"2148115";"2165"
"1568";"2148117";"2165"
"1569";"2148118";"2165"
"1570";"2148119";"2165"
"1571";"2148120";"2165"
"1572";"2148121";"2165"
"1573";"2148122";"2165"
"1574";"2148123";"2165"
"1575";"2148124";"2165"
"1576";"2148125";"2165"
"1577";"2148126";"2165"
"1578";"2148127";"2164"
"1579";"2149101";"2149"
"1580";"2149102";"2164"
"1581";"2149103";"2120"
"1582";"2149104";"2111"
"1583";"2149105";"2143"
"1584";"2149106";"2141"
"1585";"2149107";"2143"
"1586";"2149108";"2143"
"1587";"2149109";"2145"
"1588";"2149110";"2141"
"1589";"2149111";"2141"
"1590";"2149112";"2141"
"1591";"2149113";"2141"
"1592";"2149114";"2141"
"1593";"2149115";"2141"
"1594";"2149116";"2141"
"1595";"2149117";"2141"
"1596";"2149118";"2146"
"1597";"2149119";"2149"
"1598";"2149120";"2149"
"1599";"2149121";"2149"
"1600";"2149122";"2149"
"1601";"2149123";"2149"
"1602";"2149124";"2149"
"1603";"2149125";"2149"
"1604";"2149126";"2149"
"1605";"2149127";"2149"
"1606";"2149128";"2133"
"1607";"2149129";"2144"
"1608";"2149130";"2144"
"1609";"2149131";"2144"
"1610";"2149132";"2144"
"1611";"2149133";"2149"
"1612";"2149134";"2149"
"1613";"2149135";"2143"
"1614";"2149136";"2141"
"1615";"2149137";"2163"
"1616";"2149138";"2149"
"1617";"2149139";"2141"
"1618";"2149140";"2142"
"1619";"2149141";"2149"
"1620";"2149142";"2149"
"1621";"2149143";"2144"
"1622";"2149144";"2144"
"1623";"2211101";"2131"
"1624";"2211102";"2131"
"1625";"2211103";"2131"
"1626";"2211104";"2131"
"1627";"2211105";"2131"
"1628";"2211106";"2131"
"1629";"2211107";"2131"
"1630";"2211108";"2131"
"1631";"2211109";"2131"
"1632";"2211110";"2131"
"1633";"2211111";"2131"
"1634";"2211112";"2131"
"1635";"2211113";"2131"
"1636";"2211114";"2131"
"1637";"2211115";"2131"
"1638";"2211116";"2131"
"1639";"2211117";"2131"
"1640";"2211118";"2131"
"1641";"2211119";"2131"
"1642";"2211120";"2131"
"1643";"2211121";"2131"
"1644";"2211122";"2131"
"1645";"2211123";"2131"
"1646";"2211124";"2131"
"1647";"2211125";"2131"
"1648";"2211126";"2131"
"1649";"2211127";"2131"
"1650";"2211128";"2131"
"1651";"2212102";"2132"
"1652";"2212103";"2132"
"1653";"2212104";"2132"
"1654";"2212105";"2132"
"1655";"2212106";"2132"
"1656";"2212107";"2132"
"1657";"2212108";"2132"
"1658";"2212109";"2132"
"1659";"2212110";"2132"
"1660";"2212111";"2132"
"1661";"2212112";"2132"
"1662";"2212113";"2132"
"1663";"2212114";"2132"
"1664";"2212115";"2132"
"1665";"2212116";"2132"
"1666";"2212117";"2132"
"1667";"2212118";"2132"
"1668";"2212119";"2132"
"1669";"2212120";"2132"
"1670";"2212121";"2132"
"1671";"2212122";"2132"
"1672";"2212123";"2132"
"1673";"2212124";"2132"
"1674";"2212125";"2132"
"1675";"2212126";"2132"
"1676";"2212127";"2132"
"1677";"2221101";"2211"
"1678";"2221102";"2211"
"1679";"2221103";"2212"
"1680";"2221104";"2212"
"1681";"2221105";"2211"
"1682";"2221106";"2212"
"1683";"2221107";"2212"
"1684";"2221108";"2212"
"1685";"2221109";"2211"
"1686";"2221110";"2211"
"1687";"2221111";"2212"
"1688";"2221112";"2212"
"1689";"2221113";"2212"
"1690";"2221114";"2212"
"1691";"2221115";"2212"
"1692";"2221116";"2212"
"1693";"2221117";"2211"
"1694";"2221118";"2212"
"1695";"2221120";"2211"
"1696";"2221121";"2211"
"1697";"2221122";"2212"
"1698";"2221123";"2211"
"1699";"2221124";"2261"
"1700";"2221125";"2212"
"1701";"2221126";"2212"
"1702";"2221127";"2212"
"1703";"2221128";"2212"
"1704";"2221129";"2211"
"1705";"2221130";"2212"
"1706";"2221132";"2212"
"1707";"2221133";"2212"
"1708";"2221134";"2211"
"1709";"2221135";"2211"
"1710";"2221136";"2211"
"1711";"2221137";"2211"
"1712";"2221138";"2211"
"1713";"2221139";"2211"
"1714";"2221140";"2211"
"1715";"2221141";"2212"
"1716";"2221142";"2211"
"1717";"2221143";"2212"
"1718";"2221144";"2212"
"1719";"2221145";"2212"
"1720";"2221146";"2212"
"1721";"2221147";"2212"
"1722";"2221148";"2212"
"1723";"2221149";"2212"
"1724";"2221150";"2211"
"1725";"2221151";"2212"
"1726";"2221152";"2212"
"1727";"2221153";"2212"
"1728";"2221154";"2212"
"1729";"2222101";"2261"
"1730";"2222102";"2261"
"1731";"2222103";"2261"
"1732";"2222104";"2261"
"1733";"2222106";"2261"
"1734";"2222107";"2261"
"1735";"2222109";"2261"
"1736";"2222110";"2261"
"1737";"2222111";"2261"
"1738";"2222112";"2261"
"1739";"2222113";"2261"
"1740";"2222114";"2261"
"1741";"2222115";"2261"
"1742";"2222116";"2261"
"1743";"2222117";"2261"
"1744";"2223101";"2250"
"1745";"2223102";"2250"
"1746";"2223103";"2250"
"1747";"2223104";"2250"
"1748";"2223105";"2250"
"1749";"2223106";"2250"
"1750";"2223107";"2250"
"1751";"2223108";"2250"
"1752";"2223109";"2250"
"1753";"2223110";"2250"
"1754";"2223111";"2250"
"1755";"2223112";"2250"
"1756";"2223113";"2250"
"1757";"2224101";"1420"
"1758";"2224102";"2262"
"1759";"2224103";"2262"
"1760";"2224104";"2262"
"1761";"2224105";"2262"
"1762";"2224106";"2262"
"1763";"2224107";"2262"
"1764";"2224108";"2262"
"1765";"2224109";"2262"
"1766";"2224110";"2262"
"1767";"2224111";"2262"
"1768";"2224112";"2262"
"1769";"2225101";"2265"
"1770";"2225102";"2265"
"1771";"2225103";"2265"
"1772";"2225104";"2265"
"1773";"2230101";"2221"
"1774";"2230102";"2222"
"1775";"2230103";"2221"
"1776";"2230104";"2221"
"1777";"2230105";"2222"
"1778";"2230106";"2223"
"1779";"2230107";"2221"
"1780";"2230108";"2222"
"1781";"2230109";"2221"
"1782";"2230110";"2221"
"1783";"2230111";"2222"
"1784";"2230112";"2221"
"1785";"2230113";"1342"
"1786";"2230114";"2221"
"1787";"2230115";"2221"
"1788";"2230116";"2221"
"1789";"2230117";"2221"
"1790";"2230118";"2221"
"1791";"2230119";"2221"
"1792";"2230120";"2222"
"1793";"2230121";"2221"
"1794";"2230122";"2221"
"1795";"2230123";"2221"
"1796";"2230124";"1342"
"1797";"2230125";"2222"
"1798";"2230126";"2221"
"1799";"2230127";"2221"
"1800";"2230128";"2221"
"1801";"2230129";"2221"
"1802";"2230130";"2221"
"1803";"2310101";"2310"
"1804";"2310102";"2310"
"1805";"2310103";"2310"
"1806";"2310104";"2310"
"1807";"2310105";"2310"
"1808";"2310106";"2310"
"1809";"2310107";"2310"
"1810";"2310108";"2310"
"1811";"2310111";"2310"
"1812";"2310112";"2310"
"1813";"2310113";"2310"
"1814";"2310114";"2310"
"1815";"2310115";"2310"
"1816";"2310116";"2310"
"1817";"2310117";"2310"
"1818";"2310118";"2310"
"1819";"2310119";"2310"
"1820";"2310120";"2310"
"1821";"2310121";"2310"
"1822";"2310122";"2310"
"1823";"2310123";"2310"
"1824";"2310124";"2310"
"1825";"2310125";"2310"
"1826";"2310126";"2310"
"1827";"2320102";"2330"
"1828";"2320103";"2330"
"1829";"2320104";"2330"
"1830";"2320105";"2330"
"1831";"2320106";"2330"
"1832";"2320107";"2330"
"1833";"2320108";"2330"
"1834";"2320109";"2320"
"1835";"2320110";"2330"
"1836";"2320111";"2330"
"1837";"2320112";"2330"
"1838";"2340101";"2266"
"1839";"2340102";"2352"
"1840";"2340103";"2352"
"1841";"2340104";"2352"
"1842";"2340105";"2352"
"1843";"2340106";"2359"
"1844";"2340107";"2352"
"1845";"2351101";"2310"
"1846";"2351102";"2330"
"1847";"2351103";"2351"
"1848";"2351104";"2351"
"1849";"2351105";"2621"
"1850";"2351106";"2621"
"1851";"2352101";"2351"
"1852";"2352102";"2351"
"1853";"2352103";"2351"
"1854";"2352104";"2330"
"1855";"2352105";"2351"
"1856";"2352106";"2351"
"1857";"2352107";"2330"
"1858";"2352108";"2351"
"1859";"2352109";"2330"
"1860";"2352110";"2351"
"1861";"2352111";"2359"
"1862";"2352112";"2330"
"1863";"2352113";"1345"
"1864";"2352114";"2351"
"1865";"2352115";"2310"
"1866";"2352116";"2310"
"1867";"2352117";"2310"
"1868";"2352118";"2424"
"1869";"2352119";"2424"
"1870";"2352120";"2424"
"1871";"2352121";"2351"
"1872";"2352122";"2351"
"1873";"2352123";"2359"
"1874";"2352124";"2359"
"1875";"2352125";"2359"
"1876";"2359101";"2359"
"1877";"2359102";"2354"
"1878";"2359103";"2354"
"1879";"2359104";"2354"
"1880";"2411101";"2422"
"1881";"2411102";"2422"
"1882";"2411103";"2422"
"1883";"2411104";"2422"
"1884";"2411105";"2422"
"1885";"2411106";"2422"
"1886";"2411107";"2422"
"1887";"2411108";"2422"
"1888";"2411109";"2422"
"1889";"2411110";"2422"
"1890";"2411111";"2422"
"1891";"2411112";"2422"
"1892";"2411113";"2422"
"1893";"2411114";"2422"
"1894";"2411115";"2422"
"1895";"2411116";"2422"
"1896";"2411117";"2422"
"1897";"2411118";"2422"
"1898";"2411119";"2422"
"1899";"2411120";"2422"
"1900";"2411121";"2422"
"1901";"2411122";"2422"
"1902";"2411123";"2153"
"1903";"2411124";"2422"
"1904";"2411125";"2422"
"1905";"2412102";"2422"
"1906";"2412103";"2422"
"1907";"2412104";"2422"
"1908";"2412105";"2619"
"1909";"2412106";"2422"
"1910";"2412107";"2422"
"1911";"2412108";"2422"
"1912";"2412109";"2619"
"1913";"2412110";"2422"
"1914";"2412111";"2422"
"1915";"2412112";"2422"
"1916";"2412113";"2422"
"1917";"2412114";"2422"
"1918";"2412115";"2422"
"1919";"2412116";"2422"
"1920";"2412117";"2422"
"1921";"2412118";"2422"
"1922";"2412119";"2422"
"1923";"2412120";"2422"
"1924";"2412121";"2422"
"1925";"2412122";"2422"
"1926";"2412123";"2619"
"1927";"2412124";"2619"
"1928";"2412125";"2422"
"1929";"2412126";"2422"
"1930";"2412127";"2611"
"1931";"2412128";"2422"
"1932";"2412129";"2619"
"1933";"2412130";"2422"
"1934";"2412131";"2619"
"1935";"2413101";"2422"
"1936";"2413102";"2422"
"1937";"2413103";"2422"
"1938";"2413104";"2422"
"1939";"2413105";"2133"
"1940";"2413106";"2422"
"1941";"2413107";"2422"
"1942";"2413108";"2422"
"1943";"2413109";"2422"
"1944";"2413110";"2422"
"1945";"2413111";"2422"
"1946";"2413113";"2133"
"1947";"2413114";"2422"
"1948";"2413115";"2422"
"1949";"2413116";"2422"
"1950";"2413117";"2422"
"1951";"2413118";"2422"
"1952";"2413119";"2422"
"1953";"2413120";"2422"
"1954";"2413121";"2422"
"1955";"2413122";"2422"
"1956";"2413123";"2133"
"1957";"2413124";"2422"
"1958";"2413125";"2422"
"1959";"2413126";"2422"
"1960";"2413127";"2422"
"1961";"2413128";"2422"
"1962";"2413129";"2133"
"1963";"2413130";"2133"
"1964";"2413131";"2133"
"1965";"2413132";"2133"
"1966";"2419101";"2422"
"1967";"2419105";"2422"
"1968";"2419106";"2422"
"1969";"2419107";"2422"
"1970";"2419108";"2422"
"1971";"2419109";"2422"
"1972";"2419110";"2422"
"1973";"2419111";"2422"
"1974";"2419112";"2422"
"1975";"2419113";"2422"
"1976";"2419114";"2422"
"1977";"2419115";"2422"
"1978";"2419116";"2422"
"1979";"2419117";"2422"
"1980";"2419118";"2422"
"1981";"2419119";"2422"
"1982";"2419120";"2422"
"1983";"2419121";"2432"
"1984";"2511102";"3313"
"1985";"2511103";"2411"
"1986";"2511104";"2411"
"1987";"2511105";"3313"
"1988";"2511106";"3313"
"1989";"2511107";"3313"
"1990";"2511108";"2411"
"1991";"2511109";"2411"
"1992";"2511110";"3313"
"1993";"2511111";"2411"
"1994";"2511112";"2411"
"1995";"2511113";"3313"
"1996";"2511114";"2411"
"1997";"2511115";"2411"
"1998";"2511116";"2411"
"1999";"2511117";"2411"
"2000";"2511118";"2413"
"2001";"2511119";"2411"
"2002";"2511120";"3313"
"2003";"2512101";"2421"
"2004";"2512102";"2421"
"2005";"2512104";"2423"
"2006";"2512105";"2423"
"2007";"2512106";"2421"
"2008";"2512107";"2423"
"2009";"2512108";"2423"
"2010";"2512109";"2421"
"2011";"2512110";"2421"
"2012";"2512111";"2423"
"2013";"2512112";"2421"
"2014";"2512113";"2421"
"2015";"2512114";"2421"
"2016";"2512115";"2412"
"2017";"2512116";"2423"
"2018";"2512117";"2423"
"2019";"2512118";"2421"
"2020";"2512119";"2421"
"2021";"2512120";"2423"
"2022";"2512121";"2423"
"2023";"2512122";"2423"
"2024";"2512124";"2412"
"2025";"2512125";"2421"
"2026";"2512126";"2423"
"2027";"2512128";"2421"
"2028";"2512129";"2423"
"2029";"2512130";"2423"
"2030";"2512131";"2421"
"2031";"2512132";"2421"
"2032";"2512133";"2421"
"2033";"2512134";"2423"
"2034";"2512135";"2421"
"2035";"2512136";"2421"
"2036";"2512137";"2423"
"2037";"2512138";"2421"
"2038";"2512139";"2421"
"2039";"2512140";"2424"
"2040";"2512141";"2421"
"2041";"2512142";"2423"
"2042";"2512143";"2421"
"2043";"2512144";"2421"
"2044";"2512145";"2421"
"2045";"2512146";"2422"
"2046";"2512147";"2422"
"2047";"2512148";"2423"
"2048";"2512149";"2423"
"2049";"2512150";"2424"
"2050";"2512151";"2422"
"2051";"2512152";"2422"
"2052";"2512153";"2423"
"2053";"2512154";"2422"
"2054";"2512155";"2423"
"2055";"2512156";"2421"
"2056";"2512157";"2421"
"2057";"2512158";"2422"
"2058";"2512159";"2422"
"2059";"2512160";"2421"
"2060";"2512161";"2423"
"2061";"2512162";"2423"
"2062";"2512163";"2423"
"2063";"2512164";"2424"
"2064";"2512165";"2423"
"2065";"2512166";"2423"
