"","ny_grk","gammel_grk","fra_aar","til_aar"
"20399","54050400","54050403","2020-01-01","2024-01-01"
"20400","54050400","54050404","2020-01-01","2024-01-01"
"20401","54050400","54050405","2020-01-01","2024-01-01"
"20402","54050400","54050406","2020-01-01","2024-01-01"
"20403","54050400","54050407","2020-01-01","2024-01-01"
"20404","54050400","54050408","2020-01-01","2024-01-01"
"20405","54050400","54050409","2020-01-01","2024-01-01"
"20406","54050400","54050410","2020-01-01","2024-01-01"
"20407",NA,"54059900","2020-01-01","2024-01-01"
"20408","54059900","54059999","2020-01-01","2024-01-01"
"20409",NA,"54060100","2020-01-01","2024-01-01"
"20410","54060100","54060101","2020-01-01","2024-01-01"
"20411","54060100","54060102","2020-01-01","2024-01-01"
"20412","54060100","54060103","2020-01-01","2024-01-01"
"20413","54060100","54060104","2020-01-01","2024-01-01"
"20414","54060100","54060105","2020-01-01","2024-01-01"
"20415","54060100","54060106","2020-01-01","2024-01-01"
"20416","54060100","54060107","2020-01-01","2024-01-01"
"20417","54060100","54060108","2020-01-01","2024-01-01"
"20418","54060100","54060109","2020-01-01","2024-01-01"
"20419",NA,"54060200","2020-01-01","2024-01-01"
"20420","54060200","54060201","2020-01-01","2024-01-01"
"20421","54060200","54060202","2020-01-01","2024-01-01"
"20422","54060200","54060203","2020-01-01","2024-01-01"
"20423","54060200","54060204","2020-01-01","2024-01-01"
"20424","54060200","54060205","2020-01-01","2024-01-01"
"20425",NA,"54060300","2020-01-01","2024-01-01"
"20426","54060300","54060301","2020-01-01","2024-01-01"
"20427","54060300","54060302","2020-01-01","2024-01-01"
"20428","54060300","54060303","2020-01-01","2024-01-01"
"20429","54060300","54060304","2020-01-01","2024-01-01"
"20430","54060300","54060305","2020-01-01","2024-01-01"
"20431","54060300","54060306","2020-01-01","2024-01-01"
"20432",NA,"54060400","2020-01-01","2024-01-01"
"20433","54060400","54060401","2020-01-01","2024-01-01"
"20434","54060400","54060402","2020-01-01","2024-01-01"
"20435","54060400","54060403","2020-01-01","2024-01-01"
"20436",NA,"54060500","2020-01-01","2024-01-01"
"20437","54060500","54060501","2020-01-01","2024-01-01"
"20438","54060500","54060502","2020-01-01","2024-01-01"
"20439","54060500","54060503","2020-01-01","2024-01-01"
"20440","54060500","54060504","2020-01-01","2024-01-01"
"20441","54060500","54060505","2020-01-01","2024-01-01"
"20442","54060500","54060506","2020-01-01","2024-01-01"
"20443","54060500","54060507","2020-01-01","2024-01-01"
"20444","54060500","54060508","2020-01-01","2024-01-01"
"20445","54060500","54060509","2020-01-01","2024-01-01"
"20446","54060500","54060510","2020-01-01","2024-01-01"
"20447","54060500","54060511","2020-01-01","2024-01-01"
"20448","54060500","54060512","2020-01-01","2024-01-01"
"20449","54060500","54060513","2020-01-01","2024-01-01"
"20450",NA,"54060600","2020-01-01","2024-01-01"
"20451","54060600","54060601","2020-01-01","2024-01-01"
"20452","54060600","54060602","2020-01-01","2024-01-01"
"20453","54060600","54060603","2020-01-01","2024-01-01"
"20454","54060600","54060604","2020-01-01","2024-01-01"
"20455","54060600","54060605","2020-01-01","2024-01-01"
"20456","54060600","54060606","2020-01-01","2024-01-01"
"20457","54060600","54060607","2020-01-01","2024-01-01"
"20458","54060600","54060608","2020-01-01","2024-01-01"
"20459","54060600","54060609","2020-01-01","2024-01-01"
"20460",NA,"54069900","2020-01-01","2024-01-01"
"20461","54069900","54069999","2020-01-01","2024-01-01"
"20462",NA,"54110100","2020-01-01","2024-01-01"
"20463","54110100","54110101","2020-01-01","2024-01-01"
"20464","54110100","54110103","2020-01-01","2024-01-01"
"20465","54110100","54110104","2020-01-01","2024-01-01"
"20466",NA,"54110200","2020-01-01","2024-01-01"
"20467","54110200","54110201","2020-01-01","2024-01-01"
"20468","54110200","54110202","2020-01-01","2024-01-01"
"20469","54110200","54110203","2020-01-01","2024-01-01"
"20470","54110200","54110204","2020-01-01","2024-01-01"
"20471","54110200","54110205","2020-01-01","2024-01-01"
"20472","54110200","54110206","2020-01-01","2024-01-01"
"20473","54110200","54110207","2020-01-01","2024-01-01"
"20474","54110200","54110208","2020-01-01","2024-01-01"
"20475","54110200","54110209","2020-01-01","2024-01-01"
"20476","54110200","54110210","2020-01-01","2024-01-01"
"20477","54110200","54110211","2020-01-01","2024-01-01"
"20478","54110200","54110212","2020-01-01","2024-01-01"
"20479","54110200","54110213","2020-01-01","2024-01-01"
"20480","54110200","54110214","2020-01-01","2024-01-01"
"20481",NA,"54119900","2020-01-01","2024-01-01"
"20482","54119900","54119999","2020-01-01","2024-01-01"
"20483",NA,"54120100","2020-01-01","2024-01-01"
"20484","54120100","54120101","2020-01-01","2024-01-01"
"20485","54120100","54120102","2020-01-01","2024-01-01"
"20486","54120100","54120103","2020-01-01","2024-01-01"
"20487","54120100","54120104","2020-01-01","2024-01-01"
"20488","54120100","54120105","2020-01-01","2024-01-01"
"20489","54120100","54120106","2020-01-01","2024-01-01"
"20490",NA,"54120200","2020-01-01","2024-01-01"
"20491","54120200","54120201","2020-01-01","2024-01-01"
"20492","54120200","54120202","2020-01-01","2024-01-01"
"20493","54120200","54120203","2020-01-01","2024-01-01"
"20494","54120200","54120204","2020-01-01","2024-01-01"
"20495","54120200","54120205","2020-01-01","2024-01-01"
"20496","54120200","54120206","2020-01-01","2024-01-01"
"20497","54120200","54120207","2020-01-01","2024-01-01"
"20498","54120200","54120208","2020-01-01","2024-01-01"
"20499",NA,"54120300","2020-01-01","2024-01-01"
"20500","54120300","54120301","2020-01-01","2024-01-01"
"20501","54120300","54120302","2020-01-01","2024-01-01"
"20502","54120300","54120303","2020-01-01","2024-01-01"
"20503","54120300","54120304","2020-01-01","2024-01-01"
"20504","54120300","54120305","2020-01-01","2024-01-01"
"20505","54120300","54120306","2020-01-01","2024-01-01"
"20506","54120300","54120307","2020-01-01","2024-01-01"
"20507","54120300","54120308","2020-01-01","2024-01-01"
"20508","54120300","54120309","2020-01-01","2024-01-01"
"20509","54120300","54120310","2020-01-01","2024-01-01"
"20510","54120300","54120311","2020-01-01","2024-01-01"
"20511","54120300","54120312","2020-01-01","2024-01-01"
"20512","54120300","54120313","2020-01-01","2024-01-01"
"20513",NA,"54129900","2020-01-01","2024-01-01"
"20514","54129900","54129999","2020-01-01","2024-01-01"
"20515",NA,"54130100","2020-01-01","2024-01-01"
"20516","54130100","54130101","2020-01-01","2024-01-01"
"20517","54130100","54130102","2020-01-01","2024-01-01"
"20518","54130100","54130103","2020-01-01","2024-01-01"
"20519","54130100","54130104","2020-01-01","2024-01-01"
"20520","54130100","54130105","2020-01-01","2024-01-01"
"20521","54130100","54130106","2020-01-01","2024-01-01"
"20522","54130100","54130107","2020-01-01","2024-01-01"
"20523",NA,"54130200","2020-01-01","2024-01-01"
"20524","54130200","54130201","2020-01-01","2024-01-01"
"20525","54130200","54130202","2020-01-01","2024-01-01"
"20526","54130200","54130203","2020-01-01","2024-01-01"
"20527","54130200","54130204","2020-01-01","2024-01-01"
"20528","54130200","54130205","2020-01-01","2024-01-01"
"20529","54130200","54130206","2020-01-01","2024-01-01"
"20530",NA,"54139900","2020-01-01","2024-01-01"
"20531","54139900","54139999","2020-01-01","2024-01-01"
"20532",NA,"54140100","2020-01-01","2024-01-01"
"20533","54140100","54140101","2020-01-01","2024-01-01"
"20534","54140100","54140102","2020-01-01","2024-01-01"
"20535","54140100","54140103","2020-01-01","2024-01-01"
"20536","54140100","54140104","2020-01-01","2024-01-01"
"20537","54140100","54140105","2020-01-01","2024-01-01"
"20538","54140100","54140106","2020-01-01","2024-01-01"
"20539","54140100","54140107","2020-01-01","2024-01-01"
"20540","54140100","54140108","2020-01-01","2024-01-01"
"20541","54140100","54140109","2020-01-01","2024-01-01"
"20542","54140100","54140110","2020-01-01","2024-01-01"
"20543",NA,"54149900","2020-01-01","2024-01-01"
"20544","54149900","54149999","2020-01-01","2024-01-01"
"20545",NA,"54150100","2020-01-01","2024-01-01"
"20546","54150100","54150101","2020-01-01","2024-01-01"
"20547","54150100","54150102","2020-01-01","2024-01-01"
"20548","54150100","54150103","2020-01-01","2024-01-01"
"20549","54150100","54150104","2020-01-01","2024-01-01"
"20550","54150100","54150105","2020-01-01","2024-01-01"
"20551","54150100","54150106","2020-01-01","2024-01-01"
"20552",NA,"54159900","2020-01-01","2024-01-01"
"20553","54159900","54159999","2020-01-01","2024-01-01"
"20554",NA,"54160100","2020-01-01","2024-01-01"
"20555","54160100","54160101","2020-01-01","2024-01-01"
"20556","54160100","54160102","2020-01-01","2024-01-01"
"20557","54160100","54160103","2020-01-01","2024-01-01"
"20558","54160100","54160104","2020-01-01","2024-01-01"
"20559","54160100","54160105","2020-01-01","2024-01-01"
"20560","54160100","54160106","2020-01-01","2024-01-01"
"20561","54160100","54160107","2020-01-01","2024-01-01"
"20562","54160100","54160108","2020-01-01","2024-01-01"
"20563","54160100","54160109","2020-01-01","2024-01-01"
"20564","54160100","54160110","2020-01-01","2024-01-01"
"20565","54160100","54160111","2020-01-01","2024-01-01"
"20566","54160100","54160112","2020-01-01","2024-01-01"
"20567","54160100","54160113","2020-01-01","2024-01-01"
"20568","54160100","54160114","2020-01-01","2024-01-01"
"20569","54160100","54160115","2020-01-01","2024-01-01"
"20570","54160100","54160116","2020-01-01","2024-01-01"
"20571","54160100","54160117","2020-01-01","2024-01-01"
"20572","54160100","54160118","2020-01-01","2024-01-01"
"20573",NA,"54169900","2020-01-01","2024-01-01"
"20574","54169900","54169999","2020-01-01","2024-01-01"
"20575",NA,"54170100","2020-01-01","2024-01-01"
"20576","54170100","54170101","2020-01-01","2024-01-01"
"20577","54170100","54170102","2020-01-01","2024-01-01"
"20578","54170100","54170103","2020-01-01","2024-01-01"
"20579","54170100","54170104","2020-01-01","2024-01-01"
"20580","54170100","54170105","2020-01-01","2024-01-01"
"20581","54170100","54170106","2020-01-01","2024-01-01"
"20582","54170100","54170107","2020-01-01","2024-01-01"
"20583","54170100","54170108","2020-01-01","2024-01-01"
"20584","54170100","54170109","2020-01-01","2024-01-01"
"20585","54170100","54170110","2020-01-01","2024-01-01"
"20586","54170100","54170111","2020-01-01","2024-01-01"
"20587","54170100","54170112","2020-01-01","2024-01-01"
"20588","54170100","54170113","2020-01-01","2024-01-01"
"20589","54170100","54170114","2020-01-01","2024-01-01"
"20590",NA,"54179900","2020-01-01","2024-01-01"
"20591","54179900","54179999","2020-01-01","2024-01-01"
"20592",NA,"54180100","2020-01-01","2024-01-01"
"20593","54180100","54180101","2020-01-01","2024-01-01"
"20594","54180100","54180102","2020-01-01","2024-01-01"
"20595","54180100","54180103","2020-01-01","2024-01-01"
"20596","54180100","54180104","2020-01-01","2024-01-01"
"20597","54180100","54180105","2020-01-01","2024-01-01"
"20598","54180100","54180106","2020-01-01","2024-01-01"
"20599","54180100","54180107","2020-01-01","2024-01-01"
"20600","54180100","54180108","2020-01-01","2024-01-01"
"20601","54180100","54180109","2020-01-01","2024-01-01"
"20602","54180100","54180110","2020-01-01","2024-01-01"
"20603","54180100","54180111","2020-01-01","2024-01-01"
"20604","54180100","54180112","2020-01-01","2024-01-01"
"20605","54180100","54180113","2020-01-01","2024-01-01"
"20606",NA,"54180200","2020-01-01","2024-01-01"
"20607","54180200","54180201","2020-01-01","2024-01-01"
"20608","54180200","54180202","2020-01-01","2024-01-01"
"20609","54180200","54180203","2020-01-01","2024-01-01"
"20610","54180200","54180204","2020-01-01","2024-01-01"
"20611","54180200","54180205","2020-01-01","2024-01-01"
"20612","54180200","54180206","2020-01-01","2024-01-01"
"20613",NA,"54180300","2020-01-01","2024-01-01"
"20614","54180300","54180301","2020-01-01","2024-01-01"
"20615","54180300","54180302","2020-01-01","2024-01-01"
"20616","54180300","54180303","2020-01-01","2024-01-01"
"20617","54180300","54180304","2020-01-01","2024-01-01"
"20618","54180300","54180305","2020-01-01","2024-01-01"
"20619",NA,"54180400","2020-01-01","2024-01-01"
"20620","54180400","54180401","2020-01-01","2024-01-01"
"20621","54180400","54180402","2020-01-01","2024-01-01"
"20622","54180400","54180403","2020-01-01","2024-01-01"
"20623","54180400","54180404","2020-01-01","2024-01-01"
"20624","54180400","54180405","2020-01-01","2024-01-01"
"20625","54180400","54180406","2020-01-01","2024-01-01"
"20626","54180400","54180407","2020-01-01","2024-01-01"
"20627","54180400","54180408","2020-01-01","2024-01-01"
"20628",NA,"54189900","2020-01-01","2024-01-01"
"20629","54189900","54189999","2020-01-01","2024-01-01"
"20630",NA,"54190100","2020-01-01","2024-01-01"
"20631","54190100","54190101","2020-01-01","2024-01-01"
"20632","54190100","54190102","2020-01-01","2024-01-01"
"20633","54190100","54190103","2020-01-01","2024-01-01"
"20634","54190100","54190104","2020-01-01","2024-01-01"
"20635","54190100","54190105","2020-01-01","2024-01-01"
"20636","54190100","54190106","2020-01-01","2024-01-01"
"20637",NA,"54190200","2020-01-01","2024-01-01"
"20638","54190200","54190201","2020-01-01","2024-01-01"
"20639","54190200","54190203","2020-01-01","2024-01-01"
"20640","54190200","54190204","2020-01-01","2024-01-01"
"20641","54190200","54190205","2020-01-01","2024-01-01"
"20642","54190200","54190206","2020-01-01","2024-01-01"
"20643","54190200","54190207","2020-01-01","2024-01-01"
"20644","54190200","54190208","2020-01-01","2024-01-01"
"20645","54190200","54190209","2020-01-01","2024-01-01"
"20646",NA,"54199900","2020-01-01","2024-01-01"
"20647","54199900","54199999","2020-01-01","2024-01-01"
"20648",NA,"54200100","2020-01-01","2024-01-01"
"20649","54200100","54200101","2020-01-01","2024-01-01"
"20650","54200100","54200102","2020-01-01","2024-01-01"
"20651","54200100","54200103","2020-01-01","2024-01-01"
"20652","54200100","54200104","2020-01-01","2024-01-01"
"20653","54200100","54200105","2020-01-01","2024-01-01"
"20654","54200100","54200106","2020-01-01","2024-01-01"
"20655","54200100","54200107","2020-01-01","2024-01-01"
"20656","54200100","54200108","2020-01-01","2024-01-01"
"20657",NA,"54209900","2020-01-01","2024-01-01"
"20658","54209900","54209999","2020-01-01","2024-01-01"
"20659",NA,"54210100","2020-01-01","2024-01-01"
"20660","54210100","54210101","2020-01-01","2024-01-01"
"20661","54210100","54210102","2020-01-01","2024-01-01"
"20662","54210100","54210103","2020-01-01","2024-01-01"
"20663","54210100","54210104","2020-01-01","2024-01-01"
"20664","54210100","54210105","2020-01-01","2024-01-01"
"20665","54210100","54210106","2020-01-01","2024-01-01"
"20666","54210100","54210107","2020-01-01","2024-01-01"
"20667","54210100","54210108","2020-01-01","2024-01-01"
"20668",NA,"54210200","2020-01-01","2024-01-01"
"20669","54210200","54210201","2020-01-01","2024-01-01"
"20670","54210200","54210202","2020-01-01","2024-01-01"
"20671","54210200","54210203","2020-01-01","2024-01-01"
"20672",NA,"54210300","2020-01-01","2024-01-01"
"20673","54210300","54210301","2020-01-01","2024-01-01"
"20674","54210300","54210302","2020-01-01","2024-01-01"
"20675","54210300","54210303","2020-01-01","2024-01-01"
"20676","54210300","54210304","2020-01-01","2024-01-01"
"20677","54210300","54210305","2020-01-01","2024-01-01"
"20678","54210300","54210306","2020-01-01","2024-01-01"
"20679","54210300","54210307","2020-01-01","2024-01-01"
"20680",NA,"54210400","2020-01-01","2024-01-01"
"20681","54210400","54210401","2020-01-01","2024-01-01"
"20682","54210400","54210402","2020-01-01","2024-01-01"
"20683","54210400","54210403","2020-01-01","2024-01-01"
"20684","54210400","54210404","2020-01-01","2024-01-01"
"20685","54210400","54210405","2020-01-01","2024-01-01"
"20686","54210400","54210406","2020-01-01","2024-01-01"
"20687","54210400","54210407","2020-01-01","2024-01-01"
"20688","54210400","54210408","2020-01-01","2024-01-01"
"20689","54210400","54210409","2020-01-01","2024-01-01"
"20690",NA,"54210500","2020-01-01","2024-01-01"
"20691","54210500","54210501","2020-01-01","2024-01-01"
"20692","54210500","54210502","2020-01-01","2024-01-01"
"20693","54210500","54210503","2020-01-01","2024-01-01"
"20694","54210500","54210504","2020-01-01","2024-01-01"
"20695","54210500","54210505","2020-01-01","2024-01-01"
"20696","54210500","54210506","2020-01-01","2024-01-01"
"20697","54210500","54210507","2020-01-01","2024-01-01"
"20698",NA,"54210600","2020-01-01","2024-01-01"
"20699","54210600","54210601","2020-01-01","2024-01-01"
"20700","54210600","54210602","2020-01-01","2024-01-01"
"20701","54210600","54210603","2020-01-01","2024-01-01"
"20702","54210600","54210604","2020-01-01","2024-01-01"
"20703","54210600","54210605","2020-01-01","2024-01-01"
"20704",NA,"54210700","2020-01-01","2024-01-01"
"20705","54210700","54210701","2020-01-01","2024-01-01"
"20706","54210700","54210702","2020-01-01","2024-01-01"
"20707","54210700","54210703","2020-01-01","2024-01-01"
"20708","54210700","54210704","2020-01-01","2024-01-01"
"20709","54210700","54210705","2020-01-01","2024-01-01"
"20710",NA,"54210800","2020-01-01","2024-01-01"
"20711","54210800","54210801","2020-01-01","2024-01-01"
"20712","54210800","54210802","2020-01-01","2024-01-01"
"20713","54210800","54210803","2020-01-01","2024-01-01"
"20714","54210800","54210804","2020-01-01","2024-01-01"
"20715","54210800","54210805","2020-01-01","2024-01-01"
"20716","54210800","54210806","2020-01-01","2024-01-01"
"20717",NA,"54210900","2020-01-01","2024-01-01"
"20718","54210900","54210901","2020-01-01","2024-01-01"
"20719","54210900","54210902","2020-01-01","2024-01-01"
"20720","54210900","54210903","2020-01-01","2024-01-01"
"20721","54210900","54210904","2020-01-01","2024-01-01"
"20722","54210900","54210905","2020-01-01","2024-01-01"
"20723","54210900","54210906","2020-01-01","2024-01-01"
"20724","54210900","54210907","2020-01-01","2024-01-01"
"20725",NA,"54211000","2020-01-01","2024-01-01"
"20726","54211000","54211001","2020-01-01","2024-01-01"
"20727","54211000","54211002","2020-01-01","2024-01-01"
"20728","54211000","54211003","2020-01-01","2024-01-01"
"20729","54211000","54211004","2020-01-01","2024-01-01"
"20730","54211000","54211005","2020-01-01","2024-01-01"
"20731","54211000","54211006","2020-01-01","2024-01-01"
"20732","54211000","54211007","2020-01-01","2024-01-01"
"20733","54211000","54211008","2020-01-01","2024-01-01"
"20734","54211000","54211009","2020-01-01","2024-01-01"
"20735",NA,"54219900","2020-01-01","2024-01-01"
"20736","54219900","54219999","2020-01-01","2024-01-01"
"20737",NA,"54220100","2020-01-01","2024-01-01"
"20738","54220100","54220101","2020-01-01","2024-01-01"
"20739","54220100","54220102","2020-01-01","2024-01-01"
"20740","54220100","54220103","2020-01-01","2024-01-01"
"20741","54220100","54220104","2020-01-01","2024-01-01"
"20742","54220100","54220105","2020-01-01","2024-01-01"
"20743","54220100","54220106","2020-01-01","2024-01-01"
"20744","54220100","54220107","2020-01-01","2024-01-01"
"20745","54220100","54220108","2020-01-01","2024-01-01"
"20746","54220100","54220109","2020-01-01","2024-01-01"
"20747","54220100","54220110","2020-01-01","2024-01-01"
"20748","54220100","54220111","2020-01-01","2024-01-01"
"20749",NA,"54220200","2020-01-01","2024-01-01"
"20750","54220200","54220201","2020-01-01","2024-01-01"
"20751","54220200","54220202","2020-01-01","2024-01-01"
"20752","54220200","54220203","2020-01-01","2024-01-01"
"20753","54220200","54220205","2020-01-01","2024-01-01"
"20754","54220200","54220206","2020-01-01","2024-01-01"
"20755","54220200","54220207","2020-01-01","2024-01-01"
"20756","54220200","54220208","2020-01-01","2024-01-01"
"20757","54220200","54220209","2020-01-01","2024-01-01"
"20758","54220200","54220210","2020-01-01","2024-01-01"
"20759","54220200","54220211","2020-01-01","2024-01-01"
"20760","54220200","54220212","2020-01-01","2024-01-01"
"20761","54220200","54220213","2020-01-01","2024-01-01"
"20762",NA,"54220300","2020-01-01","2024-01-01"
"20763","54220300","54220301","2020-01-01","2024-01-01"
"20764","54220300","54220302","2020-01-01","2024-01-01"
"20765","54220300","54220303","2020-01-01","2024-01-01"
"20766","54220300","54220304","2020-01-01","2024-01-01"
"20767","54220300","54220305","2020-01-01","2024-01-01"
"20768","54220300","54220306","2020-01-01","2024-01-01"
"20769","54220300","54220307","2020-01-01","2024-01-01"
"20770","54220300","54220308","2020-01-01","2024-01-01"
"20771","54220300","54220309","2020-01-01","2024-01-01"
"20772","54220300","54220310","2020-01-01","2024-01-01"
"20773","54220300","54220311","2020-01-01","2024-01-01"
"20774","54220300","54220312","2020-01-01","2024-01-01"
"20775","54220300","54220313","2020-01-01","2024-01-01"
"20776","54220300","54220314","2020-01-01","2024-01-01"
"20777",NA,"54229900","2020-01-01","2024-01-01"
"20778","54229900","54229999","2020-01-01","2024-01-01"
"20779",NA,"54230100","2020-01-01","2024-01-01"
"20780","54230100","54230101","2020-01-01","2024-01-01"
"20781","54230100","54230102","2020-01-01","2024-01-01"
"20782","54230100","54230103","2020-01-01","2024-01-01"
"20783","54230100","54230104","2020-01-01","2024-01-01"
"20784","54230100","54230105","2020-01-01","2024-01-01"
"20785","54230100","54230106","2020-01-01","2024-01-01"
"20786","54230100","54230107","2020-01-01","2024-01-01"
"20787","54230100","54230108","2020-01-01","2024-01-01"
"20788","54230100","54230109","2020-01-01","2024-01-01"
"20789","54230100","54230110","2020-01-01","2024-01-01"
"20790","54230100","54230111","2020-01-01","2024-01-01"
"20791","54230100","54230112","2020-01-01","2024-01-01"
"20792","54230100","54230113","2020-01-01","2024-01-01"
"20793","54230100","54230114","2020-01-01","2024-01-01"
"20794","54230100","54230115","2020-01-01","2024-01-01"
"20795","54230100","54230116","2020-01-01","2024-01-01"
"20796",NA,"54230200","2020-01-01","2024-01-01"
"20797","54230200","54230201","2020-01-01","2024-01-01"
"20798","54230200","54230202","2020-01-01","2024-01-01"
"20799","54230200","54230203","2020-01-01","2024-01-01"
"20800","54230200","54230204","2020-01-01","2024-01-01"
"20801","54230200","54230205","2020-01-01","2024-01-01"
"20802","54230200","54230206","2020-01-01","2024-01-01"
"20803","54230200","54230207","2020-01-01","2024-01-01"
"20804","54230200","54230208","2020-01-01","2024-01-01"
"20805","54230200","54230209","2020-01-01","2024-01-01"
"20806",NA,"54239900","2020-01-01","2024-01-01"
"20807","54239900","54239999","2020-01-01","2024-01-01"
"20808",NA,"54240100","2020-01-01","2024-01-01"
"20809","54240100","54240102","2020-01-01","2024-01-01"
"20810","54240100","54240103","2020-01-01","2024-01-01"
"20811","54240100","54240104","2020-01-01","2024-01-01"
"20812","54240100","54240105","2020-01-01","2024-01-01"
"20813","54240100","54240106","2020-01-01","2024-01-01"
"20814",NA,"54240200","2020-01-01","2024-01-01"
"20815","54240200","54240201","2020-01-01","2024-01-01"
"20816","54240200","54240202","2020-01-01","2024-01-01"
"20817","54240200","54240203","2020-01-01","2024-01-01"
"20818","54240200","54240204","2020-01-01","2024-01-01"
"20819","54240200","54240205","2020-01-01","2024-01-01"
"20820","54240200","54240206","2020-01-01","2024-01-01"
"20821","54240200","54240207","2020-01-01","2024-01-01"
"20822","54240200","54240208","2020-01-01","2024-01-01"
"20823","54240200","54240209","2020-01-01","2024-01-01"
"20824",NA,"54240300","2020-01-01","2024-01-01"
"20825","54240300","54240301","2020-01-01","2024-01-01"
"20826","54240300","54240302","2020-01-01","2024-01-01"
"20827","54240300","54240303","2020-01-01","2024-01-01"
"20828","54240300","54240304","2020-01-01","2024-01-01"
"20829","54240300","54240305","2020-01-01","2024-01-01"
"20830",NA,"54249900","2020-01-01","2024-01-01"
"20831","54249900","54249999","2020-01-01","2024-01-01"
"20832",NA,"54250100","2020-01-01","2024-01-01"
"20833","54250100","54250101","2020-01-01","2024-01-01"
"20834","54250100","54250102","2020-01-01","2024-01-01"
"20835","54250100","54250103","2020-01-01","2024-01-01"
"20836","54250100","54250104","2020-01-01","2024-01-01"
"20837","54250100","54250105","2020-01-01","2024-01-01"
"20838","54250100","54250106","2020-01-01","2024-01-01"
"20839","54250100","54250107","2020-01-01","2024-01-01"
"20840","54250100","54250108","2020-01-01","2024-01-01"
"20841","54250100","54250109","2020-01-01","2024-01-01"
"20842","54250100","54250110","2020-01-01","2024-01-01"
"20843",NA,"54259900","2020-01-01","2024-01-01"
"20844","54259900","54259999","2020-01-01","2024-01-01"
"20845",NA,"54260100","2020-01-01","2024-01-01"
"20846","54260100","54260101","2020-01-01","2024-01-01"
"20847","54260100","54260102","2020-01-01","2024-01-01"
"20848","54260100","54260103","2020-01-01","2024-01-01"
"20849","54260100","54260104","2020-01-01","2024-01-01"
"20850","54260100","54260105","2020-01-01","2024-01-01"
"20851","54260100","54260106","2020-01-01","2024-01-01"
"20852","54260100","54260107","2020-01-01","2024-01-01"
"20853","54260100","54260108","2020-01-01","2024-01-01"
"20854",NA,"54260200","2020-01-01","2024-01-01"
"20855","54260200","54260201","2020-01-01","2024-01-01"
"20856","54260200","54260202","2020-01-01","2024-01-01"
"20857","54260200","54260203","2020-01-01","2024-01-01"
"20858","54260200","54260204","2020-01-01","2024-01-01"
"20859","54260200","54260205","2020-01-01","2024-01-01"
"20860","54260200","54260206","2020-01-01","2024-01-01"
"20861","54260200","54260207","2020-01-01","2024-01-01"
"20862",NA,"54260300","2020-01-01","2024-01-01"
"20863","54260300","54260301","2020-01-01","2024-01-01"
"20864","54260300","54260302","2020-01-01","2024-01-01"
"20865","54260300","54260303","2020-01-01","2024-01-01"
"20866","54260300","54260304","2020-01-01","2024-01-01"
"20867","54260300","54260305","2020-01-01","2024-01-01"
"20868","54260300","54260306","2020-01-01","2024-01-01"
"20869",NA,"54269900","2020-01-01","2024-01-01"
"20870","54269900","54269999","2020-01-01","2024-01-01"
"20871",NA,"54270100","2020-01-01","2024-01-01"
"20872","54270100","54270101","2020-01-01","2024-01-01"
"20873","54270100","54270103","2020-01-01","2024-01-01"
"20874","54270100","54270104","2020-01-01","2024-01-01"
"20875","54270100","54270105","2020-01-01","2024-01-01"
"20876","54270100","54270106","2020-01-01","2024-01-01"
"20877","54270100","54270107","2020-01-01","2024-01-01"
"20878",NA,"54270200","2020-01-01","2024-01-01"
"20879","54270200","54270201","2020-01-01","2024-01-01"
"20880","54270200","54270202","2020-01-01","2024-01-01"
"20881","54270200","54270203","2020-01-01","2024-01-01"
"20882","54270200","54270204","2020-01-01","2024-01-01"
"20883","54270200","54270205","2020-01-01","2024-01-01"
"20884",NA,"54279900","2020-01-01","2024-01-01"
"20885","54279900","54279999","2020-01-01","2024-01-01"
"20886",NA,"54280100","2020-01-01","2024-01-01"
"20887","54280100","54280101","2020-01-01","2024-01-01"
"20888","54280100","54280102","2020-01-01","2024-01-01"
"20889","54280100","54280103","2020-01-01","2024-01-01"
"20890","54280100","54280104","2020-01-01","2024-01-01"
"20891","54280100","54280105","2020-01-01","2024-01-01"
"20892","54280100","54280106","2020-01-01","2024-01-01"
"20893","54280100","54280107","2020-01-01","2024-01-01"
"20894",NA,"54280200","2020-01-01","2024-01-01"
"20895","54280200","54280201","2020-01-01","2024-01-01"
"20896","54280200","54280202","2020-01-01","2024-01-01"
"20897","54280200","54280203","2020-01-01","2024-01-01"
"20898","54280200","54280204","2020-01-01","2024-01-01"
"20899","54280200","54280205","2020-01-01","2024-01-01"
"20900","54280200","54280206","2020-01-01","2024-01-01"
"20901","54280200","54280207","2020-01-01","2024-01-01"
"20902","54280200","54280208","2020-01-01","2024-01-01"
"20903","54280200","54280209","2020-01-01","2024-01-01"
"20904","54280200","54280210","2020-01-01","2024-01-01"
"20905","54280200","54280211","2020-01-01","2024-01-01"
"20906","54280200","54280212","2020-01-01","2024-01-01"
"20907",NA,"54280300","2020-01-01","2024-01-01"
"20908","54280300","54280301","2020-01-01","2024-01-01"
"20909","54280300","54280302","2020-01-01","2024-01-01"
"20910","54280300","54280303","2020-01-01","2024-01-01"
"20911","54280300","54280304","2020-01-01","2024-01-01"
"20912","54280300","54280305","2020-01-01","2024-01-01"
"20913","54280300","54280306","2020-01-01","2024-01-01"
"20914","54280300","54280307","2020-01-01","2024-01-01"
"20915","54280300","54280308","2020-01-01","2024-01-01"
