"","ny_grk","gammel_grk","fra_aar","til_aar"
"5132","30140100","30140105","2020-01-01","2024-01-01"
"5133",NA,"30140200","2020-01-01","2024-01-01"
"5134","30140200","30140201","2020-01-01","2024-01-01"
"5135","30140200","30140202","2020-01-01","2024-01-01"
"5136","30140200","30140203","2020-01-01","2024-01-01"
"5137","30140200","30140204","2020-01-01","2024-01-01"
"5138","30140200","30140205","2020-01-01","2024-01-01"
"5139","30140200","30140206","2020-01-01","2024-01-01"
"5140",NA,"30140300","2020-01-01","2024-01-01"
"5141","30140300","30140301","2020-01-01","2024-01-01"
"5142","30140300","30140302","2020-01-01","2024-01-01"
"5143","30140300","30140303","2020-01-01","2024-01-01"
"5144","30140300","30140304","2020-01-01","2024-01-01"
"5145","30140300","30140305","2020-01-01","2024-01-01"
"5146","30140300","30140306","2020-01-01","2024-01-01"
"5147",NA,"30140400","2020-01-01","2024-01-01"
"5148","30140400","30140401","2020-01-01","2024-01-01"
"5149","30140400","30140402","2020-01-01","2024-01-01"
"5150","30140400","30140403","2020-01-01","2024-01-01"
"5151","30140400","30140404","2020-01-01","2024-01-01"
"5152",NA,"30140500","2020-01-01","2024-01-01"
"5153","30140500","30140501","2020-01-01","2024-01-01"
"5154","30140500","30140502","2020-01-01","2024-01-01"
"5155","30140500","30140503","2020-01-01","2024-01-01"
"5156",NA,"30140600","2020-01-01","2024-01-01"
"5157","30140600","30140601","2020-01-01","2024-01-01"
"5158","30140600","30140602","2020-01-01","2024-01-01"
"5159","30140600","30140603","2020-01-01","2024-01-01"
"5160","30140600","30140604","2020-01-01","2024-01-01"
"5161","30140600","30140605","2020-01-01","2024-01-01"
"5162","30140600","30140606","2020-01-01","2024-01-01"
"5163","30140600","30140607","2020-01-01","2024-01-01"
"5164","30140600","30140608","2020-01-01","2024-01-01"
"5165",NA,"30140700","2020-01-01","2024-01-01"
"5166","30140700","30140701","2020-01-01","2024-01-01"
"5167","30140700","30140702","2020-01-01","2024-01-01"
"5168","30140700","30140703","2020-01-01","2024-01-01"
"5169","30140700","30140704","2020-01-01","2024-01-01"
"5170","30140700","30140705","2020-01-01","2024-01-01"
"5171","30140700","30140706","2020-01-01","2024-01-01"
"5172","30140700","30140707","2020-01-01","2024-01-01"
"5173","30140700","30140708","2020-01-01","2024-01-01"
"5174","30140700","30140709","2020-01-01","2024-01-01"
"5175","30140700","30140710","2020-01-01","2024-01-01"
"5176",NA,"30140800","2020-01-01","2024-01-01"
"5177","30140800","30140801","2020-01-01","2024-01-01"
"5178","30140800","30140802","2020-01-01","2024-01-01"
"5179","30140800","30140803","2020-01-01","2024-01-01"
"5180","30140800","30140804","2020-01-01","2024-01-01"
"5181","30140800","30140805","2020-01-01","2024-01-01"
"5182","30140800","30140806","2020-01-01","2024-01-01"
"5183",NA,"30140900","2020-01-01","2024-01-01"
"5184","30140900","30140901","2020-01-01","2024-01-01"
"5185","30140900","30140902","2020-01-01","2024-01-01"
"5186","30140900","30140903","2020-01-01","2024-01-01"
"5187","30140900","30140904","2020-01-01","2024-01-01"
"5188","30140900","30140905","2020-01-01","2024-01-01"
"5189","30140900","30140906","2020-01-01","2024-01-01"
"5190",NA,"30141000","2020-01-01","2024-01-01"
"5191","30141000","30141001","2020-01-01","2024-01-01"
"5192","30141000","30141002","2020-01-01","2024-01-01"
"5193","30141000","30141003","2020-01-01","2024-01-01"
"5194","30141000","30141004","2020-01-01","2024-01-01"
"5195","30141000","30141005","2020-01-01","2024-01-01"
"5196","30141000","30141006","2020-01-01","2024-01-01"
"5197","30141000","30141007","2020-01-01","2024-01-01"
"5198","30141000","30141008","2020-01-01","2024-01-01"
"5199",NA,"30141100","2020-01-01","2024-01-01"
"5200","30141100","30141101","2020-01-01","2024-01-01"
"5201","30141100","30141102","2020-01-01","2024-01-01"
"5202","30141100","30141103","2020-01-01","2024-01-01"
"5203","30141100","30141104","2020-01-01","2024-01-01"
"5204","30141100","30141105","2020-01-01","2024-01-01"
"5205","30141100","30141106","2020-01-01","2024-01-01"
"5206","30141100","30141107","2020-01-01","2024-01-01"
"5207","30141100","30141108","2020-01-01","2024-01-01"
"5208","30141100","30141109","2020-01-01","2024-01-01"
"5209","30141100","30141110","2020-01-01","2024-01-01"
"5210","30141100","30141111","2020-01-01","2024-01-01"
"5211","30141100","30141112","2020-01-01","2024-01-01"
"5212","30141100","30141113","2020-01-01","2024-01-01"
"5213","30141100","30141114","2020-01-01","2024-01-01"
"5214","30141100","30141115","2020-01-01","2024-01-01"
"5215","30141100","30141116","2020-01-01","2024-01-01"
"5216","30141100","30141117","2020-01-01","2024-01-01"
"5217",NA,"30141200","2020-01-01","2024-01-01"
"5218","30141200","30141201","2020-01-01","2024-01-01"
"5219","30141200","30141202","2020-01-01","2024-01-01"
"5220","30141200","30141203","2020-01-01","2024-01-01"
"5221","30141200","30141204","2020-01-01","2024-01-01"
"5222","30141200","30141205","2020-01-01","2024-01-01"
"5223","30141200","30141206","2020-01-01","2024-01-01"
"5224",NA,"30141300","2020-01-01","2024-01-01"
"5225","30141300","30141301","2020-01-01","2024-01-01"
"5226","30141300","30141302","2020-01-01","2024-01-01"
"5227","30141300","30141303","2020-01-01","2024-01-01"
"5228","30141300","30141304","2020-01-01","2024-01-01"
"5229",NA,"30141400","2020-01-01","2024-01-01"
"5230","30141400","30141401","2020-01-01","2024-01-01"
"5231","30141400","30141402","2020-01-01","2024-01-01"
"5232","30141400","30141403","2020-01-01","2024-01-01"
"5233",NA,"30141500","2020-01-01","2024-01-01"
"5234","30141500","30141501","2020-01-01","2024-01-01"
"5235","30141500","30141502","2020-01-01","2024-01-01"
"5236","30141500","30141503","2020-01-01","2024-01-01"
"5237","30141500","30141504","2020-01-01","2024-01-01"
"5238","30141500","30141505","2020-01-01","2024-01-01"
"5239","30141500","30141506","2020-01-01","2024-01-01"
"5240","30141500","30141507","2020-01-01","2024-01-01"
"5241",NA,"30141600","2020-01-01","2024-01-01"
"5242","30141600","30141601","2020-01-01","2024-01-01"
"5243","30141600","30141602","2020-01-01","2024-01-01"
"5244","30141600","30141603","2020-01-01","2024-01-01"
"5245","30141600","30141604","2020-01-01","2024-01-01"
"5246",NA,"30141700","2020-01-01","2024-01-01"
"5247","30141700","30141701","2020-01-01","2024-01-01"
"5248","30141700","30141702","2020-01-01","2024-01-01"
"5249","30141700","30141703","2020-01-01","2024-01-01"
"5250","30141700","30141704","2020-01-01","2024-01-01"
"5251","30141700","30141705","2020-01-01","2024-01-01"
"5252","30141700","30141706","2020-01-01","2024-01-01"
"5253",NA,"30149900","2020-01-01","2024-01-01"
"5254","30149900","30149999","2020-01-01","2024-01-01"
"5255",NA,"30150100","2020-01-01","2024-01-01"
"5256","30150100","30150101","2020-01-01","2024-01-01"
"5257","30150100","30150102","2020-01-01","2024-01-01"
"5258","30150100","30150103","2020-01-01","2024-01-01"
