gammel_grk;siste
18200216;18200200
18200217;18200200
18209999;18209900
18220101;18220100
18220102;18220100
18220103;18220100
18220104;18220100
18220105;18220100
18220106;18220100
18220107;18220100
18220108;18220100
18220109;18220100
18220110;18220100
18220111;18220100
18220112;18220100
18220113;18220100
18220114;18220100
18220115;18220100
18220116;18220100
18229999;18229900
18240101;18240100
18240102;18240100
18240103;18240100
18240104;18240100
18240105;18240100
18240106;18240100
18240107;18240100
18240108;18240100
18240109;18240100
18240110;18240100
18240111;18240100
18240112;18240100
18240113;18240100
18240114;18240100
18240201;18240200
18240202;18240200
18240203;18240200
18240204;18240200
18240205;18240200
18240206;18240200
18240207;18240200
18240208;18240200
18240209;18240200
18240210;18240200
18240211;18240200
18240212;18240200
18240213;18240200
18240301;18240300
18240302;18240300
18240303;18240300
18240304;18240300
18240305;18240300
18240306;18240300
18240401;18240400
18240402;18240400
18240403;18240400
18240404;18240400
18240405;18240400
18240406;18240400
18240407;18240400
18240408;18240400
18240409;18240400
18240410;18240400
18240411;18240400
18240412;18240400
18240413;18240400
18240414;18240400
18240415;18240400
18240416;18240400
18240417;18240400
18240418;18240400
18249999;18249900
18250101;18250100
18250102;18250100
18250103;18250100
18250104;18250100
18250105;18250100
18250106;18250100
18250107;18250100
18250108;18250100
18250109;18250100
18259999;18259900
18260101;18260100
18260102;18260100
18260103;18260100
18260104;18260100
18260105;18260100
18260106;18260100
18260107;18260100
18260108;18260100
18260109;18260100
18260110;18260100
18260111;18260100
18260112;18260100
18269999;18269900
18270101;18270100
18270102;18270100
18270103;18270100
18270104;18270100
18270105;18270100
18270106;18270100
18270107;18270100
18270108;18270100
18270109;18270100
18270110;18270100
18270111;18270100
18279999;18279900
18280101;18280100
18280102;18280100
18280103;18280100
18280104;18280100
18280105;18280100
18280106;18280100
18280107;18280100
18280108;18280100
18280109;18280100
18289999;18289900
18320101;18320100
18320102;18320100
18320103;18320100
18320104;18320100
18320105;18320100
18320106;18320100
18320107;18320100
18320201;18320200
18320202;18320200
18320203;18320200
18320204;18320200
18320205;18320200
18320206;18320200
18320207;18320200
18320208;18320200
18320209;18320200
18320210;18320200
18329999;18329900
18330101;18330100
18330102;18330100
18330103;18330100
18330104;18330100
18330105;18330100
18330106;18330100
18330107;18330100
18330108;18330100
18330109;18330100
18330201;18330200
18330202;18330200
18330203;18330200
18330204;18330200
18330205;18330200
18330206;18330200
18330207;18330200
18330208;18330200
18330209;18330200
18330210;18330200
18330211;18330200
18330212;18330200
18330213;18330200
18330214;18330200
18330215;18330200
18330216;18330200
18330217;18330200
18330218;18330200
18330301;18330300
18330302;18330300
18330303;18330300
18330304;18330300
18330305;18330300
18330306;18330300
18330307;18330300
18330308;18330300
18330309;18330300
18330310;18330300
18330311;18330300
18330312;18330300
18330313;18330300
18330401;18330400
18330402;18330400
18330403;18330400
18330404;18330400
18330405;18330400
18330406;18330400
18330501;18330500
18330502;18330500
18330503;18330500
18330504;18330500
18330505;18330500
18330506;18330500
18330507;18330500
18330508;18330500
18330601;18330600
18330602;18330600
18330603;18330600
18330604;18330600
18330605;18330600
18330606;18330600
18330701;18330700
18330702;18330700
18330703;18330700
18330704;18330700
18330705;18330700
18330706;18330700
18330707;18330700
18330801;18330800
18330802;18330800
18330803;18330800
18330804;18330800
18330805;18330800
18330806;18330800
18339999;18339900
18340101;18340100
18340102;18340100
18340103;18340100
18340104;18340100
18340105;18340100
18340106;18340100
18340107;18340100
18340108;18340100
18340109;18340100
18340110;18340100
18340111;18340100
18340112;18340100
18340113;18340100
18340114;18340100
18349999;18349900
18350101;18350100
18350102;18350100
18350103;18350100
18350104;18350100
18359999;18359900
18360101;18360100
18360102;18360100
18360103;18360100
18360104;18360100
18360105;18360100
18360106;18360100
18360107;18360100
18360108;18360100
18360109;18360100
18360110;18360100
18360111;18360100
18360112;18360100
18360113;18360100
18360114;18360100
18369999;18369900
18370101;18370100
18370102;18370100
18370103;18370100
18370104;18370100
18370105;18370100
18370106;18370100
18370107;18370100
18370108;18370100
18370109;18370100
18370110;18370100
18370111;18370100
18370112;18370100
18370113;18370100
18370114;18370100
18370201;18370200
18370202;18370200
18370203;18370200
18370204;18370200
18370206;18370200
18370207;18370200
18370208;18370200
18370209;18370200
18370210;18370200
18370211;18370200
18370212;18370200
18370213;18370200
18370214;18370200
18370215;18370200
18370301;18370300
18370302;18370300
18370303;18370300
18370304;18370300
18370305;18370300
18379999;18379900
18380101;18380100
18380102;18380100
18380103;18380100
18380104;18380100
18380105;18380100
18380106;18380100
18380107;18380100
18380108;18380100
18380109;18380100
18380110;18380100
18380111;18380100
18380112;18380100
18380113;18380100
18380201;18380200
18380202;18380200
18380203;18380200
18380204;18380200
18380205;18380200
18380206;18380200
18380207;18380200
18380208;18380200
18380209;18380200
18380210;18380200
18380211;18380200
18380212;18380200
18380213;18380200
18380214;18380200
18389999;18389900
18390101;18390100
18390102;18390100
18390103;18390100
18390104;18390100
18390105;18390100
18390106;18390100
18390107;18390100
18390108;18390100
18390109;18390100
18390110;18390100
18390111;18390100
18390112;18390100
18390113;18390100
18399999;18399900
18400101;18400100
18400102;18400100
18400103;18400100
18400104;18400100
18400105;18400100
18400106;18400100
18400107;18400100
18400108;18400100
18400109;18400100
18400110;18400100
18400111;18400100
18400112;18400100
18400113;18400100
18400114;18400100
18400115;18400100
18400201;18400200
18400202;18400200
18400203;18400200
18400204;18400200
18400205;18400200
18400206;18400200
18400207;18400200
18400208;18400200
18400209;18400200
18400210;18400200
18409999;18409900
18410101;18410100
18410102;18410100
18410103;18410100
18410104;18410100
18410105;18410100
18410106;18410100
18410107;18410100
18410108;18410100
18410109;18410100
18410201;18410200
18410202;18410200
18410203;18410200
18410204;18410200
18410205;18410200
18410301;18410300
18410302;18410300
18410303;18410300
18410304;18410300
18410305;18410300
18410306;18410300
18410307;18410300
18410308;18410300
18410309;18410300
18410310;18410300
18410311;18410300
18410312;18410300
18410313;18410300
18410314;18410300
18410315;18410300
18410316;18410300
18410317;18410300
18410401;18410400
18410402;18410400
18410403;18410400
18410404;18410400
18410405;18410400
18410406;18410400
18410407;18410400
18410408;18410400
18410409;18410400
18419999;18419900
18450101;18450100
18450102;18450100
18450103;18450100
18450104;18450100
18450105;18450100
18450106;18450100
18450201;18450200
18450202;18450200
18450203;18450200
18450204;18450200
18450205;18450200
18450206;18450200
18459999;18459900
18480101;18480100
18480102;18480100
18480103;18480100
18480104;18480100
18480105;18480100
18480106;18480100
18480107;18480100
18480108;18480100
18480109;18480100
18480110;18480100
18480111;18480100
18480201;18480200
18480202;18480200
18480203;18480200
18480204;18480200
18480205;18480200
18480206;18480200
18480207;18480200
18480208;18480200
18480209;18480200
18480210;18480200
18480211;18480200
18480212;18480200
18480213;18480200
18489999;18489900
18510101;18510100
18510102;18510100
18510103;18510100
18510104;18510100
18510105;18510100
18510106;18510100
18510107;18510100
18510108;18510100
18510109;18510100
18510110;18510100
18510111;18510100
18510112;18510100
18519999;18519900
18530101;18530100
18530103;18530100
18530105;18530100
18530108;18530100
18530109;18530100
18530110;18530100
18530111;18530100
18530112;18530100
18530113;18530100
18530114;18530100
18530115;18530100
18530116;18530100
18530117;18530100
18539999;18539900
18560101;18560100
18560102;18560100
18560103;18560100
18569999;18569900
18570101;18570100
18570102;18570100
18579999;18579900
18590101;18590100
18590102;18590100
18590103;18590100
18590104;18590100
18590105;18590100
18590106;18590100
18590107;18590100
18590108;18590100
18590109;18590100
18590110;18590100
18599999;18599900
18600101;18600100
18600102;18600100
18600103;18600100
18600104;18600100
18600105;18600100
18600106;18600100
18600107;18600100
18600108;18600100
18600109;18600100
18600110;18600100
18600111;18600100
18600112;18600100
18600113;18600100
18600114;18600100
18600115;18600100
18600201;18600200
18600202;18600200
18600203;18600200
18600204;18600200
18600205;18600200
18600206;18600200
18600207;18600200
18600208;18600200
18600209;18600200
18600301;18600300
18600302;18600300
18600303;18600300
18600304;18600300
18600305;18600300
18600306;18600300
18600401;18600400
18600402;18600400
18600403;18600400
18600404;18600400
18600405;18600400
18600406;18600400
18600407;18600400
18600501;18600500
18600502;18600500
18600503;18600500
18600504;18600500
18600505;18600500
18600506;18600500
18600507;18600500
18600509;18600500
18600510;18600500
18600511;18600500
18609999;18609900
18650101;18650100
18650102;18650100
18650103;18650100
18650104;18650100
18650105;18650100
18650106;18650100
18650201;18650200
18650202;18650200
18650203;18650200
18650204;18650200
18650205;18650200
18650206;18650200
18650207;18650200
18650301;18650300
18650302;18650300
18650303;18650300
18650304;18650300
18650305;18650300
18650306;18650300
18650307;18650300
18650308;18650300
18650401;18650400
18650402;18650400
18650403;18650400
18650404;18650400
18650405;18650400
18650406;18650400
18650407;18650400
18650408;18650400
18650409;18650400
18650410;18650400
18650411;18650400
18650412;18650400
18650413;18650400
18650414;18650400
18650415;18650400
18650416;18650400
18650417;18650400
18659999;18659900
18660101;18660100
18660102;18660100
18660103;18660100
18660104;18660100
18660105;18660100
18660106;18660100
18660107;18660100
18660201;18660200
18660202;18660200
18660203;18660200
18660204;18660200
18660205;18660200
18660206;18660200
18660207;18660200
18660208;18660200
18660209;18660200
18660301;18660300
18660302;18660300
18660303;18660300
18660304;18660300
18660305;18660300
18660306;18660300
18660307;18660300
18660401;18660400
18660402;18660400
18660403;18660400
18660404;18660400
18660405;18660400
18660406;18660400
18660407;18660400
18660408;18660400
18660409;18660400
18660410;18660400
18660411;18660400
18660412;18660400
18669999;18669900
18670101;18670100
18670102;18670100
18670103;18670100
18670104;18670100
18670105;18670100
18670106;18670100
18670107;18670100
18670201;18670200
18670202;18670200
18670203;18670200
18670204;18670200
18670205;18670200
18670206;18670200
18670301;18670300
18670302;18670300
18670303;18670300
18670304;18670300
18670305;18670300
18670306;18670300
18670307;18670300
18670308;18670300
18670309;18670300
18670310;18670300
18679999;18679900
18680101;18680100
18680102;18680100
18680103;18680100
18680104;18680100
18680105;18680100
18680106;18680100
18680107;18680100
18680108;18680100
18680201;18680200
18680202;18680200
18680203;18680200
18680204;18680200
18680205;18680200
18680206;18680200
18680207;18680200
18680208;18680200
18680209;18680200
18680210;18680200
18680211;18680200
18680212;18680200
18689999;18689900
18700101;18700100
18700102;18700100
18700103;18700100
18700104;18700100
18700105;18700100
18700106;18700100
18700107;18700100
18700108;18700100
18700109;18700100
18700110;18700100
18700201;18700200
18700202;18700200
18700203;18700200
18700204;18700200
18700205;18700200
18700206;18700200
18700207;18700200
18700208;18700200
18700209;18700200
18700210;18700200
18700211;18700200
18700301;18700300
18700302;18700300
18700303;18700300
18700304;18700300
18700305;18700300
18700306;18700300
18700307;18700300
18700308;18700300
18700309;18700300
18700310;18700300
18709999;18709900
18710101;18710100
18710102;18710100
18710103;18710100
18710104;18710100
18710105;18710100
18710106;18710100
18710107;18710100
18710108;18710100
18710109;18710100
18710110;18710100
18710111;18710100
18710201;18710200
18710202;18710200
18710203;18710200
18710204;18710200
18710205;18710200
18710206;18710200
18710207;18710200
18710208;18710200
18710209;18710200
18710301;18710300
18710302;18710300
18710303;18710300
18710304;18710300
18710305;18710300
18710306;18710300
18710307;18710300
18710308;18710300
18710309;18710300
18719999;18719900
18740101;18740100
18740102;18740100
18740103;18740100
18740104;18740100
18740105;18740100
18740106;18740100
18740107;18740100
18740108;18740100
18740109;18740100
18749999;18749900
18750101;18750100
18750102;18750100
18750103;18750100
18750104;18750100
18750105;18750100
18750106;18750100
18750107;18750100
18750108;18750100
18750109;18750100
18750110;18750100
18750111;18750100
18750112;18750100
18750113;18750100
18750114;18750100
18750115;18750100
18750116;18750100
18750117;18750100
18750118;18750100
18750119;18750100
18750120;18750100
18750211;18750200
18750212;18750200
18750214;18750200
18750215;18750200
18750216;18750200
18750217;18750200
18750218;18750200
18750220;18750200
18750223;18750200
18759999;18759900
21000101;21000100
21000102;21000100
21000103;21000100
21009999;21009900
30010102;30010100
30010103;30010100
30010104;30010100
30010105;30010100
30010107;30010100
30010108;30010100
30010109;30010100
30010110;30010100
30010201;30010200
30010202;30010200
30010203;30010200
30010204;30010200
30010205;30010200
30010206;30010200
30010208;30010200
30010209;30010200
30010210;30010200
30010301;30010300
30010302;30010300
30010303;30010300
30010304;30010300
30010305;30010300
30010401;30010400
30010402;30010400
30010403;30010400
30010404;30010400
30010405;30010400
30010406;30010400
30010407;30010400
30010501;30010500
30010502;30010500
30010503;30010500
30010601;30010600
30010602;30010600
30010603;30010600
30010604;30010600
30010701;30010700
30010702;30010700
30010703;30010700
30010704;30010700
30010801;30010800
30010802;30010800
30010803;30010800
30010804;30010800
30019999;30019900
30020101;30020100
30020102;30020100
30020103;30020100
30020104;30020100
30020105;30020100
30020106;30020100
30020107;30020100
30020108;30020100
30020109;30020100
30020201;30020200
30020202;30020200
30020203;30020200
30020204;30020200
30020205;30020200
30020206;30020200
30020207;30020200
30020208;30020200
30020209;30020200
30020210;30020200
30020211;30020200
30020212;30020200
30020213;30020200
30020214;30020200
30020215;30020200
30020216;30020200
30020301;30020300
30020302;30020300
30020303;30020300
30020304;30020300
30020305;30020300
30020306;30020300
30020307;30020300
30020308;30020300
30020401;30020400
30020402;30020400
30020403;30020400
30020404;30020400
30020405;30020400
30020406;30020400
30020407;30020400
30020408;30020400
30020409;30020400
30020410;30020400
30020411;30020400
30020412;30020400
30020501;30020500
30020502;30020500
30020503;30020500
30020504;30020500
30020505;30020500
30020506;30020500
30020507;30020500
30020508;30020500
30020509;30020500
30020510;30020500
30020511;30020500
30020512;30020500
30020601;30020600
30020602;30020600
30020603;30020600
30020604;30020600
30020605;30020600
30020701;30020700
30020702;30020700
30020703;30020700
30020704;30020700
30020705;30020700
30020706;30020700
30020801;30020800
30020802;30020800
30020803;30020800
30020804;30020800
30020805;30020800
30020806;30020800
30020807;30020800
30020808;30020800
30020809;30020800
30020901;30020900
30020902;30020900
30020903;30020900
30020904;30020900
30020905;30020900
30020906;30020900
30020907;30020900
30020908;30020900
30020909;30020900
30020910;30020900
30021001;30021000
30021002;30021000
30021003;30021000
30021004;30021000
30021005;30021000
30021006;30021000
30021007;30021000
30021008;30021000
30021009;30021000
30021010;30021000
30021101;30021100
30021102;30021100
30021103;30021100
30021104;30021100
30021105;30021100
30021106;30021100
30021107;30021100
30021108;30021100
30021109;30021100
30021110;30021100
30021201;30021200
30021202;30021200
30021203;30021200
30021204;30021200
30021205;30021200
30021206;30021200
30021207;30021200
30021208;30021200
30021209;30021200
30021210;30021200
30021211;30021200
30021212;30021200
30021213;30021200
30021214;30021200
30021215;30021200
30021216;30021200
30021217;30021200
30021218;30021200
30021219;30021200
30029999;30029900
30030101;30030100
30030102;30030100
30030103;30030100
30030104;30030100
30030105;30030100
30030106;30030100
30030107;30030100
30030108;30030100
30030109;30030100
30030110;30030100
30030111;30030100
30030112;30030100
30030113;30030100
30030201;30030200
30030202;30030200
30030203;30030200
30030204;30030200
30030205;30030200
30030206;30030200
30030207;30030200
30030208;30030200
30030209;30030200
30030301;30030300
30030302;30030300
30030303;30030300
30030304;30030300
30030305;30030300
30030306;30030300
30030307;30030300
30030308;30030300
30030309;30030300
30030310;30030300
30030311;30030300
30030312;30030300
30030313;30030300
30030314;30030300
30030315;30030300
30030316;30030300
30030317;30030300
30031101;30031100
30031102;30031100
30031103;30031100
30031104;30031100
30031105;30031100
30031201;30031200
30031202;30031200
30031203;30031200
30031204;30031200
30031205;30031200
30031206;30031200
30031207;30031200
30031302;30031300
30031304;30031300
30031305;30031300
30031306;30031300
30031307;30031300
30031308;30031300
30031310;30031300
30031311;30031300
30031312;30031300
30031313;30031300
30031314;30031300
30031401;30031400
30031402;30031400
30031403;30031400
30031404;30031400
30031405;30031400
30032101;30032100
30032102;30032100
30032103;30032100
30032104;30032100
30032201;30032200
30032202;30032200
30032203;30032200
30032204;30032200
30032205;30032200
30032206;30032200
30032207;30032200
30032208;30032200
30032301;30032300
30032302;30032300
30032303;30032300
30032304;30032300
30032305;30032300
30032306;30032300
30032307;30032300
30032308;30032300
30032309;30032300
30032401;30032400
30032402;30032400
30032403;30032400
30032404;30032400
30032405;30032400
30032406;30032400
30032407;30032400
30032502;30032500
30032503;30032500
30032504;30032500
30032505;30032500
30032506;30032500
30032507;30032500
30032508;30032500
30032509;30032500
30032510;30032500
30032511;30032500
30033101;30033100
30033102;30033100
30033103;30033100
30033104;30033100
30033105;30033100
30033106;30033100
30033107;30033100
30033108;30033100
30033109;30033100
30033110;30033100
30039999;30039900
30041101;30041100
30041102;30041100
30041103;30041100
30041104;30041100
30041105;30041100
30041106;30041100
30041107;30041100
30041108;30041100
30041109;30041100
30041110;30041100
30041201;30041200
30041202;30041200
30041203;30041200
30041204;30041200
30041205;30041200
30041206;30041200
30041301;30041300
30041302;30041300
30041303;30041300
30041304;30041300
30041305;30041300
30041306;30041300
30041307;30041300
30041401;30041400
30041402;30041400
30041403;30041400
30041404;30041400
30041501;30041500
30041502;30041500
30041503;30041500
30041504;30041500
30041505;30041500
30041506;30041500
30041507;30041500
30041601;30041600
30041602;30041600
30041603;30041600
30041604;30041600
30041605;30041600
30041701;30041700
30041702;30041700
30041703;30041700
30041704;30041700
30041705;30041700
30041706;30041700
30041707;30041700
30041801;30041800
30041802;30041800
30041803;30041800
30041804;30041800
30041805;30041800
30041806;30041800
30041807;30041800
30041808;30041800
30041901;30041900
30041902;30041900
30041903;30041900
30041904;30041900
30041905;30041900
30041906;30041900
30042001;30042000
30042002;30042000
30042003;30042000
30042004;30042000
30042005;30042000
30042006;30042000
30042007;30042000
30042008;30042000
30042009;30042000
30043101;30043100
30043102;30043100
30043103;30043100
30043104;30043100
30043105;30043100
30043106;30043100
30043107;30043100
30043108;30043100
30043109;30043100
30043110;30043100
30043111;30043100
30043201;30043200
30043202;30043200
30043203;30043200
30043204;30043200
30043205;30043200
30043206;30043200
30043207;30043200
30043208;30043200
30043209;30043200
30043301;30043300
30043302;30043300
30043303;30043300
30044101;30044100
30044102;30044100
30044103;30044100
30044104;30044100
30044105;30044100
30044106;30044100
30044107;30044100
30044108;30044100
30044109;30044100
30044201;30044200
30044202;30044200
30044203;30044200
30044204;30044200
30044205;30044200
30044206;30044200
30044301;30044300
30044302;30044300
30044303;30044300
30044304;30044300
30044305;30044300
30044306;30044300
30044307;30044300
30045101;30045100
30045102;30045100
30045103;30045100
30045104;30045100
30045105;30045100
30045201;30045200
30045202;30045200
30045203;30045200
30045204;30045200
30045205;30045200
30045206;30045200
30045301;30045300
30045302;30045300
30045303;30045300
30045304;30045300
30045305;30045300
30045306;30045300
30045401;30045400
30045402;30045400
30045403;30045400
30045404;30045400
30045405;30045400
30045406;30045400
30045407;30045400
30045501;30045500
30045502;30045500
30045503;30045500
30045504;30045500
30045505;30045500
30045506;30045500
30045507;30045500
30046101;30046100
30046102;30046100
30046103;30046100
30046104;30046100
30046105;30046100
30046106;30046100
30046201;30046200
30046202;30046200
30046203;30046200
30046204;30046200
30046205;30046200
30046206;30046200
30046301;30046300
30046302;30046300
30046303;30046300
30046304;30046300
30046305;30046300
30046306;30046300
30046307;30046300
30046308;30046300
30046309;30046300
30046310;30046300
30046311;30046300
30046312;30046300
30046402;30046400
30046403;30046400
30046404;30046400
30046405;30046400
30046406;30046400
30046407;30046400
30046408;30046400
30049999;30049900
30050101;30050100
30050102;30050100
30050103;30050100
30050104;30050100
30050105;30050100
30050106;30050100
30050107;30050100
30050108;30050100
30050109;30050100
30050110;30050100
30050111;30050100
30050112;30050100
30050113;30050100
30050114;30050100
30050115;30050100
30050116;30050100
30050117;30050100
30050118;30050100
30050119;30050100
30050120;30050100
30050121;30050100
30050122;30050100
30050123;30050100
30050124;30050100
30050125;30050100
30050126;30050100
30050127;30050100
30050128;30050100
30050129;30050100
30050130;30050100
30050131;30050100
30050132;30050100
30050133;30050100
30050134;30050100
30050135;30050100
30050136;30050100
30050137;30050100
30050138;30050100
30050201;30050200
30050202;30050200
30050203;30050200
30050204;30050200
30050205;30050200
30050206;30050200
30050207;30050200
30050208;30050200
30050209;30050200
30050301;30050300
30050302;30050300
30050303;30050300
30050304;30050300
30050305;30050300
30050306;30050300
30050307;30050300
30050308;30050300
30050309;30050300
30050310;30050300
30050311;30050300
30050401;30050400
30050402;30050400
30050403;30050400
30050404;30050400
30050405;30050400
30050406;30050400
30050407;30050400
30050408;30050400
30050409;30050400
30050501;30050500
30050502;30050500
30050503;30050500
30050504;30050500
30050505;30050500
30050506;30050500
30050507;30050500
30050508;30050500
30050509;30050500
30050510;30050500
30050511;30050500
30050512;30050500
30050513;30050500
30050514;30050500
30050601;30050600
30050602;30050600
30050603;30050600
30050604;30050600
30050605;30050600
30050606;30050600
30050607;30050600
30050608;30050600
30050609;30050600
30050610;30050600
30050611;30050600
30050701;30050700
30050702;30050700
30050703;30050700
30050704;30050700
30050705;30050700
30050706;30050700
30050707;30050700
30050708;30050700
30050709;30050700
30050710;30050700
30050711;30050700
30050712;30050700
30050713;30050700
30050714;30050700
30050715;30050700
30050716;30050700
30050717;30050700
30050718;30050700
30050719;30050700
30050720;30050700
30050721;30050700
30050801;30050800
30050802;30050800
30050803;30050800
30050804;30050800
30050805;30050800
30050806;30050800
30050807;30050800
30050808;30050800
30050809;30050800
30050810;30050800
30050811;30050800
30050812;30050800
30050813;30050800
30050814;30050800
30050815;30050800
30050816;30050800
30050817;30050800
30050818;30050800
30050901;30050900
30050902;30050900
30050903;30050900
30050904;30050900
30050905;30050900
30050906;30050900
30050907;30050900
30050908;30050900
30050909;30050900
30050910;30050900
30050911;30050900
30050912;30050900
30050913;30050900
30050914;30050900
30050915;30050900
30050916;30050900
30050917;30050900
30050918;30050900
30050919;30050900
30050920;30050900
30050921;30050900
30050922;30050900
30050923;30050900
30050924;30050900
30050925;30050900
30051001;30051000
30051002;30051000
30051003;30051000
30051004;30051000
30051005;30051000
30051006;30051000
30051007;30051000
30051008;30051000
30051009;30051000
30051010;30051000
30051011;30051000
30051012;30051000
30051013;30051000
30051014;30051000
30051015;30051000
30051016;30051000
30051017;30051000
30051018;30051000
30051019;30051000
30051020;30051000
30051021;30051000
30051022;30051000
30051023;30051000
30051024;30051000
30051025;30051000
30051026;30051000
30051027;30051000
30051028;30051000
30051029;30051000
30051030;30051000
30051031;30051000
30051032;30051000
30051037;30051000
30051038;30051000
30051039;30051000
30051040;30051000
30051041;30051000
30051042;30051000
30051043;30051000
30051044;30051000
30051045;30051000
30051046;30051000
30051047;30051000
30051048;30051000
30051049;30051000
30051050;30051000
30051051;30051000
30051052;30051000
30051053;30051000
30051054;30051000
30051101;30051100
30051102;30051100
30051103;30051100
30051104;30051100
30051105;30051100
30051106;30051100
30051107;30051100
30051108;30051100
30051109;30051100
30051110;30051100
30051111;30051100
30051112;30051100
30051201;30051200
30051202;30051200
30051203;30051200
30051204;30051200
30051205;30051200
30051206;30051200
30051207;30051200
30051208;30051200
30051209;30051200
30051210;30051200
30051211;30051200
30051301;30051300
30051302;30051300
30051303;30051300
30051401;30051400
30051402;30051400
30051403;30051400
30051404;30051400
30051405;30051400
30051406;30051400
30051407;30051400
30051408;30051400
30051409;30051400
30051410;30051400
30051411;30051400
30051412;30051400
30051413;30051400
30051414;30051400
30051415;30051400
30051501;30051500
30051502;30051500
30051503;30051500
30051504;30051500
30051601;30051600
30051602;30051600
30051603;30051600
30051604;30051600
30051605;30051600
30051606;30051600
30051607;30051600
30051701;30051700
30051702;30051700
30051703;30051700
30059999;30059900
30060101;30060100
30060102;30060100
30060103;30060100
30060104;30060100
30060105;30060100
30060106;30060100
30060107;30060100
30060108;30060100
30060109;30060100
30060110;30060100
30060111;30060100
30060201;30060200
30060202;30060200
30060203;30060200
30060204;30060200
30060205;30060200
30060206;30060200
30060207;30060200
30060208;30060200
30060209;30060200
30060210;30060200
30060211;30060200
30060212;30060200
30060301;30060300
30060302;30060300
30060303;30060300
30060304;30060300
30060305;30060300
30060306;30060300
30060307;30060300
30060308;30060300
30060401;30060400
30060402;30060400
30060403;30060400
30060405;30060400
30060406;30060400
30060407;30060400
30060408;30060400
30060409;30060400
30060501;30060500
30060502;30060500
30060503;30060500
30060504;30060500
30060505;30060500
30060506;30060500
30060507;30060500
30060508;30060500
30060509;30060500
30060601;30060600
30060602;30060600
30060603;30060600
30060604;30060600
30060605;30060600
30060606;30060600
30060607;30060600
30060608;30060600
30060609;30060600
30069999;30069900
30070101;30070100
30070102;30070100
30070103;30070100
30070104;30070100
30070105;30070100
30070106;30070100
30070201;30070200
30070203;30070200
30070204;30070200
30070205;30070200
30070206;30070200
30070207;30070200
30070301;30070300
30070302;30070300
30070303;30070300
30070304;30070300
30070305;30070300
30070306;30070300
30070401;30070400
30070402;30070400
30070403;30070400
30070404;30070400
30070501;30070500
30070502;30070500
30070503;30070500
30070504;30070500
30070505;30070500
30070506;30070500
30070507;30070500
30070508;30070500
30070509;30070500
30070510;30070500
30070511;30070500
30070512;30070500
30070601;30070600
30070602;30070600
30070603;30070600
30070604;30070600
30070701;30070700
30070702;30070700
30070703;30070700
30070704;30070700
30070705;30070700
30070801;30070800
30070802;30070800
30070803;30070800
30070804;30070800
30070805;30070800
30070901;30070900
30070902;30070900
30070903;30070900
30070904;30070900
30070905;30070900
30070906;30070900
30070907;30070900
30079999;30079900
30110101;30110100
30110102;30110100
30110103;30110100
30110104;30110100
30110105;30110100
30110106;30110100
30110107;30110100
30110108;30110100
30110109;30110100
30110201;30110200
30110202;30110200
30110203;30110200
30110204;30110200
30110205;30110200
30110206;30110200
30110207;30110200
30119999;30119900
30120101;30120100
30120102;30120100
30120103;30120100
30120104;30120100
30120105;30120100
30120106;30120100
30129999;30129900
30130101;30130100
30130102;30130100
30130103;30130100
30130104;30130100
30130105;30130100
30130106;30130100
30130107;30130100
30130108;30130100
30130109;30130100
30130110;30130100
30130111;30130100
30130201;30130200
30130202;30130200
30130203;30130200
30130204;30130200
30139999;30139900
30140101;30140100
30140102;30140100
30140103;30140100
30140104;30140100
30140105;30140100
30140201;30140200
30140202;30140200
30140203;30140200
30140204;30140200
30140205;30140200
30140206;30140200
30140301;30140300
30140302;30140300
30140303;30140300
30140304;30140300
30140305;30140300
30140306;30140300
30140401;30140400
30140402;30140400
30140403;30140400
30140404;30140400
30140501;30140500
30140502;30140500
30140503;30140500
30140601;30140600
30140602;30140600
30140603;30140600
30140604;30140600
30140605;30140600
30140606;30140600
30140607;30140600
30140608;30140600
30140701;30140700
30140702;30140700
30140703;30140700
30140704;30140700
30140705;30140700
30140706;30140700
30140707;30140700
30140708;30140700
30140709;30140700
30140710;30140700
30140801;30140800
30140802;30140800
30140803;30140800
30140804;30140800
30140805;30140800
30140806;30140800
30140901;30140900
30140902;30140900
30140903;30140900
30140904;30140900
30140905;30140900
30140906;30140900
30141001;30141000
30141002;30141000
30141003;30141000
30141004;30141000
30141005;30141000
30141006;30141000
30141007;30141000
30141008;30141000
30141101;30141100
30141102;30141100
30141103;30141100
30141104;30141100
30141105;30141100
30141106;30141100
30141107;30141100
30141108;30141100
30141109;30141100
30141110;30141100
30141111;30141100
30141112;30141100
30141113;30141100
30141114;30141100
30141115;30141100
30141116;30141100
30141117;30141100
30141201;30141200
30141202;30141200
30141203;30141200
30141204;30141200
30141205;30141200
30141206;30141200
30141301;30141300
30141302;30141300
30141303;30141300
30141304;30141300
30141401;30141400
30141402;30141400
30141403;30141400
30141501;30141500
30141502;30141500
30141503;30141500
30141504;30141500
30141505;30141500
30141506;30141500
30141507;30141500
30141601;30141600
30141602;30141600
30141603;30141600
30141604;30141600
30141701;30141700
30141702;30141700
30141703;30141700
30141704;30141700
30141705;30141700
30141706;30141700
30149999;30149900
30150101;30150100
30150102;30150100
30150103;30150100
30150104;30150100
30150105;30150100
30150106;30150100
30150107;30150100
30150108;30150100
30150109;30150100
30150110;30150100
30159999;30159900
30160101;30160100
30160102;30160100
